w,c,r_ind,R_ind,sigma_hat_risky,sigma_hat_ind,kappa,e,kappa_lev,MA_long,MA_short
1.5,-0.5,[0.00709929],[2.44651762],[0.00708106],[0.00885453],[1.],[-0.06499132],0.0,[2.44651762],[2.44651762]
1.5,-0.5,[0.00293094],[2.45368822],[0.00706309],[0.00883288],[1.],[-0.06743979],0.0,[2.45368822],[2.45368822]
1.5,-0.5,[-7.65600286e-05],[2.45350037],[0.00704369],[0.00880862],[1.],[-0.07019017],0.0,[2.45350037],[2.45350037]
1.5,-0.5,[-0.00660469],[2.43729575],[0.00703191],[0.00879803],[1.],[-0.07139252],0.0,[2.43729575],[2.43729575]
1.5,-0.5,[0.00052603],[2.43857785],[0.00701264],[0.00877395],[1.],[-0.07413324],0.0,[2.43857785],[2.43857785]
1.5,-0.5,[-0.00670634],[2.42222392],[0.00700121],[0.00876394],[1.],[-0.07527503],0.0,[2.42222392],[2.42222392]
1.5,-0.5,[0.00045268],[2.42332041],[0.00698202],[0.00873993],[1.],[-0.07801825],0.0,[2.42332041],[2.42332041]
1.5,-0.5,[-0.03026637],[2.3499753],[0.00712141],[0.00899961],[1.],[-0.04874006],0.0,[2.3499753],[2.3499753]
1.5,-0.5,[-0.00393925],[2.34071815],[0.00710452],[0.00897963],[1.],[-0.05096248],0.0,[2.34071815],[2.34071815]
1.5,-0.5,[0.01068319],[2.36572449],[0.00710462],[0.00898985],[1.],[-0.04982426],0.0,[2.36572449],[2.36572449]
1.5,-0.5,[-0.01476147],[2.33080293],[0.00712249],[0.00903158],[1.],[-0.04519302],0.0,[2.33080293],[2.33080293]
1.5,-0.5,[0.00054232],[2.33206698],[0.00710298],[0.00900687],[1.],[-0.04793365],0.0,[2.33206698],[2.33206698]
1.5,-0.5,[-0.00791763],[2.31360254],[0.00709424],[0.00900125],[1.],[-0.04855738],0.0,[2.31360254],[2.31360254]
1.5,-0.5,[0.01731936],[2.35367266],[0.00712627],[0.00906772],[1.],[-0.0411996],0.0,[2.35367266],[2.35367266]
1.5,-0.5,[0.00470456],[2.36474566],[0.00711049],[0.00904953],[1.],[-0.04320829],0.0,[2.36474566],[2.36474566]
1.5,-0.5,[-0.00215459],[2.35965061],[0.00709176],[0.00902608],[1.],[-0.04580255],0.0,[2.35965061],[2.35965061]
1.5,-0.5,[0.01008638],[2.38345094],[0.0070898],[0.00903224],[1.],[-0.04512071],0.0,[2.38345094],[2.38345094]
1.5,-0.5,[0.00642298],[2.3987598],[0.00707743],[0.00901998],[1.],[-0.04647847],0.0,[2.3987598],[2.3987598]
1.5,-0.5,[0.0005324],[2.4000369],[0.00705804],[0.00899529],[1.],[-0.04921945],0.0,[2.4000369],[2.4000369]
1.5,-0.5,[0.01218012],[2.42926964],[0.00706431],[0.00901583],[1.],[-0.04693843],0.0,[2.42926964],[2.42926964]
1.5,-0.5,[0.00823134],[2.44926578],[0.00705663],[0.00901172],[1.],[-0.04739523],0.0,[2.44926578],[2.44926578]
1.5,-0.5,[0.00397873],[2.45901075],[0.00703999],[0.00899179],[1.],[-0.04960846],0.0,[2.45901075],[2.45901075]
1.5,-0.5,[0.00381923],[2.46840228],[0.00702318],[0.00897156],[1.],[-0.0518617],0.0,[2.46840228],[2.46840228]
1.5,-0.5,[-0.00216779],[2.46305132],[0.00700471],[0.00894835],[1.],[-0.05445127],0.0,[2.46305132],[2.46305132]
1.5,-0.5,[0.00778055],[2.48221521],[0.00699603],[0.00894236],[1.],[-0.05512096],0.0,[2.48221521],[2.48221521]
1.5,-0.5,[0.00111541],[2.4849839],[0.00697703],[0.00891818],[1.],[-0.05782863],0.0,[2.4849839],[2.4849839]
1.5,-0.5,[-0.00029918],[2.48424043],[0.00695788],[0.00889371],[1.],[-0.06057611],0.0,[2.48424043],[2.48424043]
1.5,-0.5,[-0.00141432],[2.48072691],[0.00693912],[0.0088699],[1.],[-0.06325695],0.0,[2.48072691],[2.48072691]
1.5,-0.5,[0.00402052],[2.49070072],[0.00692291],[0.00885055],[1.],[-0.06544116],0.0,[2.49070072],[2.49070072]
1.5,-0.5,[-0.00059579],[2.48921679],[0.00690395],[0.00882635],[1.],[-0.06817925],0.0,[2.48921679],[2.48921679]
1.5,-0.5,[-0.000224],[2.48865922],[0.006885],[0.00880212],[1.],[-0.07092806],0.0,[2.48865922],[2.48865922]
1.5,-0.5,[-0.00252778],[2.48236843],[0.00686722],[0.00877994],[1.],[-0.07345122],0.0,[2.48236843],[2.48236843]
1.5,-0.5,[0.00684683],[2.49936478],[0.0068567],[0.0087705],[1.],[-0.07452729],0.0,[2.49936478],[2.49936478]
1.5,-0.5,[-0.00370631],[2.49010137],[0.00684031],[0.00875071],[1.],[-0.07678557],0.0,[2.49010137],[2.49010137]
1.5,-0.5,[-0.00936117],[2.4667911],[0.00683716],[0.00875418],[1.],[-0.07638966],0.0,[2.4667911],[2.4667911]
1.5,-0.5,[0.00568017],[2.48080289],[0.00682415],[0.00874026],[1.],[-0.07798038],0.0,[2.48080289],[2.48080289]
1.5,-0.5,[0.00141364],[2.48430986],[0.00680577],[0.00871688],[1.],[-0.08065881],0.0,[2.48430986],[2.48430986]
1.5,-0.5,[-0.00848205],[2.46323783],[0.00679998],[0.00871561],[1.],[-0.08080464],0.0,[2.46323783],[2.46323783]
1.5,-0.5,[-0.0016477],[2.45917914],[0.00678179],[0.00869253],[1.],[-0.08345666],0.0,[2.45917914],[2.45917914]
1.5,-0.5,[0.01153353],[2.48754215],[0.0067871],[0.00871064],[1.],[-0.08137497],0.0,[2.48754215],[2.48754215]
1.5,-0.5,[0.00185782],[2.49216356],[0.00676908],[0.00868781],[1.],[-0.0840001],0.0,[2.49216356],[2.49216356]
1.5,-0.5,[0.00786722],[2.51176996],[0.00676166],[0.00868352],[1.],[-0.08449405],0.0,[2.51176996],[2.51176996]
1.5,-0.5,[-0.00177394],[2.50731424],[0.00674366],[0.00866066],[1.],[-0.08712954],0.0,[2.50731424],[2.50731424]
1.5,-0.5,[-0.01094335],[2.47987582],[0.0067468],[0.00867482],[1.],[-0.0854957],0.0,[2.47987582],[2.47987582]
1.5,-0.5,[-0.00826941],[2.45936871],[0.00674064],[0.00867265],[1.],[-0.08574616],0.0,[2.45936871],[2.45936871]
1.5,-0.5,[0.01161689],[2.48793892],[0.00674657],[0.00869153],[1.],[-0.08357232],0.0,[2.48793892],[2.48793892]
1.5,-0.5,[-0.02464122],[2.42663306],[0.00683716],[0.00885772],[1.],[-0.06463099],0.0,[2.42663306],[2.42663306]
1.5,-0.5,[0.01290409],[2.45794655],[0.00684809],[0.00888495],[1.],[-0.06156187],0.0,[2.45794655],[2.45794655]
1.5,-0.5,[-0.00384004],[2.44850794],[0.00683191],[0.00886511],[1.],[-0.06379752],0.0,[2.44850794],[2.44850794]
1.5,-0.5,[-0.00392471],[2.43889826],[0.0068159],[0.00884554],[1.],[-0.0660078],0.0,[2.43889826],[2.43889826]
1.5,-0.5,[-0.01967209],[2.39092003],[0.00686623],[0.00894077],[1.],[-0.05529934],0.0,[2.39092003],[2.39092003]
1.5,-0.5,[0.00015177],[2.39128291],[0.00684738],[0.00891622],[1.],[-0.05804913],0.0,[2.39128291],[2.39128291]
1.5,-0.5,[0.01640335],[2.43050797],[0.00687644],[0.00897435],[1.],[-0.05155057],0.0,[2.43050797],[2.43050797]
1.5,-0.5,[-0.00197334],[2.42571175],[0.00685825],[0.00895089],[1.],[-0.05416782],0.0,[2.42571175],[2.42571175]
1.5,-0.5,[-0.02277862],[2.3704574],[0.00693127],[0.00908435],[1.],[-0.03936757],0.0,[2.3704574],[2.3704574]
1.5,-0.5,[0.02605694],[2.43222425],[0.00703097],[0.0092627],[0.99814248],[-0.0199257],0.0,[2.43222425],[2.43222425]
1.5,-0.5,[-0.03061623],[2.35775871],[0.00717278],[0.00951153],[0.33447014],[0.00658404],0.0,[2.35775871],[2.35775871]
[1.15480948],[-0.15480948],[-0.01624719],[2.31945175],[0.00719792],[0.00956144],[-0.12819384],[0.01181716],0.0,[2.31945175],[2.31945175]
[0.73772623],[0.26227377],[-0.0195082],[2.27420343],[0.00728638],[0.00964403],[-0.56409692],[0.02041848],0.0,[2.27420343],[2.27420343]
[0.62903853],[0.37096147],[0.00172235],[2.27812039],[0.00726842],[0.00961839],[-0.72594492],[0.01775586],0.0,[2.27812039],[2.27812039]
[0.60951183],[0.39048817],[-0.0050247],[2.26667353],[0.00727257],[0.00959918],[-0.75690825],[0.01575743],0.0,[2.26667353],[2.26667353]
[0.64461831],[0.35538169],[-0.00019399],[2.26623381],[0.00725263],[0.00957283],[-0.70365347],[0.01300797],0.0,[2.26623381],[2.26623381]
[0.67185458],[0.32814542],[0.00804883],[2.28447434],[0.00729158],[0.00956513],[-0.65691336],[0.01220347],0.0,[2.28447434],[2.28447434]
[0.7128808],[0.2871192],[0.00640872],[2.29911489],[0.00730579],[0.00955066],[-0.5956947],[0.01068952],0.0,[2.29911489],[2.29911489]
[0.66775095],[0.33224905],[0.01402903],[2.33136923],[0.00743008],[0.00958094],[-0.64422358],[0.01385505],0.0,[2.33136923],[2.33136923]
[0.68732468],[0.31267532],[-0.00461363],[2.32061316],[0.00742733],[0.00956073],[-0.61570247],[0.01174363],0.0,[2.32061316],[2.32061316]
[0.70810196],[0.29189804],[0.00807862],[2.3393605],[0.00745791],[0.00955323],[-0.5818131],[0.01095847],0.0,[2.3393605],[2.3393605]
[0.75692848],[0.24307152],[0.00505124],[2.35117717],[0.00745616],[0.00953433],[-0.51536666],[0.0089784],0.0,[2.35117717],[2.35117717]
[0.8398587],[0.1601413],[-0.00095665],[2.34892792],[0.00743627],[0.00950841],[-0.41407301],[0.00625559],0.0,[2.34892792],[2.34892792]
[0.88002124],[0.11997876],[0.00952952],[2.37131208],[0.00746331],[0.00950852],[-0.36373108],[0.00626778],0.0,[2.37131208],[2.37131208]
[0.96853384],[0.03146616],[-0.00101331],[2.3689092],[0.0074433],[0.0094827],[-0.2705786],[0.00354852],0.0,[2.3689092],[2.3689092]
[1.05114835],[-0.05114835],[0.00665276],[2.38466897],[0.00744027],[0.00946948],[-0.18913076],[0.00215366],0.0,[2.38466897],[2.38466897]
[1.05818049],[-0.05818049],[0.01141127],[2.41188106],[0.00746327],[0.00948122],[-0.17937582],[0.00339242],0.0,[2.41188106],[2.41188106]
[1.14182324],[-0.14182324],[0.00062533],[2.4133893],[0.0074429],[0.00945529],[-0.1060337],[0.00065383],0.0,[2.4133893],[2.4133893]
[1.25732631],[-0.25732631],[-0.003823],[2.40416292],[0.0074266],[0.00943357],[-0.0118654],[-0.00164606],0.0,[2.40416292],[2.40416292]
[1.34328613],[-0.34328613],[0.00807404],[2.42357422],[0.00742146],[0.00942665],[0.05357374],[-0.00238026],0.0,[2.42357422],[2.42357422]
[1.46033091],[-0.46033091],[0.00507579],[2.43587578],[0.00740636],[0.00940827],[0.13508201],[-0.00433181],0.0,[2.43587578],[2.43587578]
1.5,-0.5,[0.00185581],[2.4403963],[0.00738662],[0.00938343],[0.24191812],[-0.00697508],0.0,[2.4403963],[2.4403963]
1.5,-0.5,[0.00395412],[2.45004592],[0.00736892],[0.00936224],[0.35186242],[-0.00923613],0.0,[2.45004592],[2.45004592]
1.5,-0.5,[0.00160636],[2.45398158],[0.00734911],[0.00933728],[0.47356937],[-0.01190553],0.0,[2.45398158],[2.45398158]
1.5,-0.5,[-0.00116874],[2.45111351],[0.00732915],[0.00931204],[0.60210716],[-0.0146129],0.0,[2.45111351],[2.45111351]
1.5,-0.5,[0.00094825],[2.45343779],[0.00730917],[0.00928672],[0.73442566],[-0.01733488],0.0,[2.45343779],[2.45343779]
1.5,-0.5,[0.00065611],[2.45504751],[0.00728916],[0.00926134],[0.86721283],[-0.0200717],0.0,[2.45504751],[2.45504751]
1.5,-0.5,[0.00058198],[2.45647631],[0.0072692],[0.009236],[0.93360641],[-0.02281139],0.0,[2.45647631],[2.45647631]
1.5,-0.5,[0.00911563],[2.47886865],[0.0072632],[0.00923535],[0.96680321],[-0.02288243],0.0,[2.47886865],[2.47886865]
1.5,-0.5,[-0.00224907],[2.47329349],[0.0072441],[0.00921149],[0.9834016],[-0.02546947],0.0,[2.47329349],[2.47329349]
1.5,-0.5,[0.0023222],[2.47903696],[0.00722511],[0.00918779],[0.9917008],[-0.02804479],0.0,[2.47903696],[2.47903696]
1.5,-0.5,[0.00811737],[2.49916022],[0.00721641],[0.00918226],[0.9958504],[-0.02864707],0.0,[2.49916022],[2.49916022]
1.5,-0.5,[0.00461295],[2.51068872],[0.00720019],[0.00916341],[0.9979252],[-0.03070203],0.0,[2.51068872],[2.51068872]
1.5,-0.5,[-0.00100719],[2.50815997],[0.00718058],[0.00913855],[0.9989626],[-0.0334193],0.0,[2.50815997],[2.50815997]
1.5,-0.5,[0.003595],[2.51717682],[0.00716306],[0.00911733],[0.9994813],[-0.03574322],0.0,[2.51717682],[2.51717682]
1.5,-0.5,[-0.00330218],[2.50886465],[0.00714525],[0.00909558],[0.99974065],[-0.03813212],0.0,[2.50886465],[2.50886465]
1.5,-0.5,[-0.01006999],[2.48360041],[0.00714294],[0.00910121],[0.99987033],[-0.0375133],0.0,[2.48360041],[2.48360041]
1.5,-0.5,[0.0094105],[2.50697233],[0.00713847],[0.00910294],[0.99993516],[-0.03732374],0.0,[2.50697233],[2.50697233]
1.5,-0.5,[0.00589853],[2.52175978],[0.00712482],[0.00908844],[0.99996758],[-0.03891757],0.0,[2.52175978],[2.52175978]
1.5,-0.5,[-0.0017936],[2.51723675],[0.0071058],[0.00906445],[0.99998379],[-0.04156074],0.0,[2.51723675],[2.51723675]
1.5,-0.5,[0.0027971],[2.5242777],[0.00708763],[0.00904192],[0.9999919],[-0.04404876],0.0,[2.5242777],[2.5242777]
1.5,-0.5,[-0.01045857],[2.49787737],[0.007087],[0.0090503],[0.99999595],[-0.04312275],0.0,[2.49787737],[2.49787737]
1.5,-0.5,[-0.00101139],[2.49535104],[0.0070677],[0.00902575],[0.99999797],[-0.04583889],0.0,[2.49535104],[2.49535104]
1.5,-0.5,[-0.02338526],[2.43699661],[0.00714224],[0.0091661],[0.99999899],[-0.03040847],0.0,[2.43699661],[2.43699661]
1.5,-0.5,[0.00688994],[2.45378737],[0.00713075],[0.00915516],[0.99999949],[-0.03160307],0.0,[2.45378737],[2.45378737]
1.5,-0.5,[-0.02401103],[2.3948694],[0.00720931],[0.00930161],[0.89332174],[-0.01573288],0.0,[2.3948694],[2.3948694]
1.5,-0.5,[-0.01060764],[2.3694655],[0.00720856],[0.00930928],[0.8193907],[-0.01490919],0.0,[2.3694655],[2.3694655]
1.5,-0.5,[-0.01165427],[2.34185111],[0.00721175],[0.00932375],[0.74358599],[-0.01335563],0.0,[2.34185111],[2.34185111]
[1.45087128],[-0.45087128],[0.02913128],[2.41007222],[0.0073344],[0.00954521],[0.11881888],[0.01011896],0.0,[2.41007222],[2.41007222]
[0.80702532],[0.19297468],[0.03556856],[2.49579501],[0.00753629],[0.00987683],[-0.44059056],[0.04427092],0.0,[2.49579501],[2.49579501]
[0.61124237],[0.38875763],[0.00349065],[2.50450696],[0.00752241],[0.00985309],[-0.72029528],[0.04186472],0.0,[2.50450696],[2.50450696]
[0.53236069],[0.46763931],[0.00286752],[2.51168868],[0.00750979],[0.00982832],[-0.86014764],[0.03934769],0.0,[2.51168868],[2.51168868]
[0.49771364],[0.50228636],[0.00083831],[2.51379425],[0.00749006],[0.00980152],[-0.93007382],[0.03661717],0.0,[2.51379425],[2.51379425]
[0.48193363],[0.51806637],[0.00017532],[2.51423497],[0.00746953],[0.00977461],[-0.96503691],[0.03386747],0.0,[2.51423497],[2.51423497]
[0.47471831],[0.52528169],[0.00129147],[2.51748203],[0.00745165],[0.00974823],[-0.98251845],[0.03116504],0.0,[2.51748203],[2.51748203]
[0.47181417],[0.52818583],[0.00081637],[2.51953724],[0.00743227],[0.00972164],[-0.99125923],[0.02843379],0.0,[2.51953724],[2.51953724]
[0.47028589],[0.52971411],[-0.00269155],[2.51275577],[0.00742391],[0.00969699],[-0.99562961],[0.02589459],0.0,[2.51275577],[2.51275577]
[0.46810244],[0.53189756],[-0.0048143],[2.50065861],[0.00744226],[0.00967692],[-0.99781481],[0.02382339],0.0,[2.50065861],[2.50065861]
[0.46886851],[0.53113149],[-0.00031494],[2.49987104],[0.00742198],[0.00965037],[-0.9989074],[0.02107573],0.0,[2.49987104],[2.49987104]
[0.46281259],[0.53718741],[-0.0082312],[2.47929411],[0.00751499],[0.00964316],[-0.9994537],[0.02032771],0.0,[2.47929411],[2.47929411]
[0.48470701],[0.51529299],[-0.00416835],[2.46895956],[0.00752401],[0.00962162],[-0.95203243],[0.01809222],0.0,[2.46895956],[2.46895956]
[0.51522193],[0.48477807],[0.00599832],[2.48376917],[0.00755909],[0.00960547],[-0.88632777],[0.01641246],0.0,[2.48376917],[2.48376917]
[0.52880556],[0.47119444],[0.0092056],[2.50663376],[0.00765357],[0.00960333],[-0.84788344],[0.01618878],0.0,[2.50663376],[2.50663376]
[0.56858488],[0.43141512],[-0.00446039],[2.49545318],[0.00765809],[0.00958264],[-0.77476304],[0.01403285],0.0,[2.49545318],[2.49545318]
[0.62301746],[0.37698254],[-0.00431173],[2.48469347],[0.00765769],[0.00956166],[-0.68339065],[0.01184037],0.0,[2.48469347],[2.48469347]
[0.69888641],[0.30111359],[-0.0016165],[2.48067697],[0.00763908],[0.00953615],[-0.57091051],[0.00916861],0.0,[2.48067697],[2.48067697]
[0.78212111],[0.21787889],[-0.00422233],[2.47020274],[0.00763124],[0.00951509],[-0.45941671],[0.00695846],0.0,[2.47020274],[2.47020274]
[0.84904202],[0.15095798],[-0.00734351],[2.45206279],[0.00764199],[0.00950453],[-0.37590943],[0.00584804],0.0,[2.45206279],[2.45206279]
[0.86222549],[0.13777451],[0.01088752],[2.47875968],[0.00767995],[0.00951267],[-0.35554615],[0.00670366],0.0,[2.47875968],[2.47875968]
[0.93214956],[0.06785044],[0.00212389],[2.48402429],[0.00766103],[0.00948784],[-0.28003675],[0.00409055],0.0,[2.48402429],[2.48402429]
[1.02205212],[-0.02205212],[0.00458064],[2.49540272],[0.00764865],[0.00946786],[-0.18957941],[0.00198244],0.0,[2.49540272],[2.49540272]
[0.95768821],[0.04231179],[0.01499362],[2.53281784],[0.00770464],[0.00950694],[-0.24733045],[0.00610163],0.0,[2.53281784],[2.53281784]
[0.97831234],[0.02168766],[-0.00512278],[2.51984277],[0.00769369],[0.00948842],[-0.22744653],[0.00415125],0.0,[2.51984277],[2.51984277]
[1.05548054],[-0.05548054],[0.00260691],[2.52641177],[0.00767509],[0.00946433],[-0.15394394],[0.00160883],0.0,[2.52641177],[2.52641177]
[1.00006195],[-6.1948731e-05],[-0.01417932],[2.49058897],[0.00771842],[0.00949658],[-0.20224941],[0.0050111],0.0,[2.49058897],[2.49058897]
[0.91624378],[0.08375622],[-0.01293189],[2.45838094],[0.00775658],[0.00951881],[-0.28485242],[0.00734911],0.0,[2.45838094],[2.45838094]
[0.88699924],[0.11300076],[0.00877522],[2.47995376],[0.00776773],[0.00951489],[-0.31585411],[0.00693712],0.0,[2.47995376],[2.47995376]
[0.84604327],[0.15395673],[-0.01124792],[2.45205944],[0.00780313],[0.00952526],[-0.35858086],[0.00802615],0.0,[2.45205944],[2.45205944]
[0.815715],[0.184285],[0.01027745],[2.47726035],[0.00783353],[0.00952955],[-0.39119737],[0.00847628],0.0,[2.47726035],[2.47726035]
[0.77169368],[0.22830632],[0.01159582],[2.50598623],[0.00788265],[0.0095421],[-0.44042473],[0.00979304],0.0,[2.50598623],[2.50598623]
[0.80374682],[0.19625318],[-0.00273143],[2.4991413],[0.00786537],[0.00951804],[-0.40192259],[0.00726841],0.0,[2.4991413],[2.4991413]
[0.83002748],[0.16997252],[0.00841118],[2.52016203],[0.00788196],[0.00951232],[-0.36764044],[0.00666717],0.0,[2.52016203],[2.52016203]
[0.90161625],[0.09838375],[-0.00267798],[2.51341308],[0.00786394],[0.00948827],[-0.28719873],[0.00413514],0.0,[2.51341308],[2.51341308]
[0.99584531],[0.00415469],[-0.00387724],[2.50366798],[0.00784881],[0.00946656],[-0.18972212],[0.00184491],0.0,[2.50366798],[2.50366798]
[1.02206431],[-0.02206431],[0.01077709],[2.53065024],[0.00786819],[0.00947424],[-0.16126864],[0.0026563],0.0,[2.53065024],[2.53065024]
[1.1133475],[-0.1133475],[0.00049052],[2.53189158],[0.00784666],[0.00944829],[-0.07846214],[-8.68874693e-05],0.0,[2.53189158],[2.53189158]
[1.14307111],[-0.14307111],[0.01036463],[2.55813369],[0.00785543],[0.00945356],[-0.05099771],[0.00047067],0.0,[2.55813369],[2.55813369]
[1.21836626],[-0.21836626],[0.00516225],[2.5713394],[0.00784099],[0.00943534],[0.01095489],[-0.00145815],0.0,[2.5713394],[2.5713394]
[1.34465907],[-0.34465907],[0.00219073],[2.57697251],[0.00782058],[0.00941083],[0.1069791],[-0.00406007],0.0,[2.57697251],[2.57697251]
1.5,-0.5,[-0.00025542],[2.57631429],[0.00779912],[0.00938499],[0.22370501],[-0.00680862],0.0,[2.57631429],[2.57631429]
1.5,-0.5,[-0.00120653],[2.57320589],[0.00777792],[0.00935964],[0.34969298],[-0.00951362],0.0,[2.57320589],[2.57320589]
1.5,-0.5,[0.00914983],[2.59675029],[0.00776971],[0.0093585],[0.41572735],[-0.00963523],0.0,[2.59675029],[2.59675029]
1.5,-0.5,[-0.00049562],[2.59546328],[0.00774841],[0.00933287],[0.51731574],[-0.01237808],0.0,[2.59546328],[2.59546328]
1.5,-0.5,[0.00451273],[2.60717591],[0.00773034],[0.00931324],[0.6207633],[-0.01448422],0.0,[2.60717591],[2.60717591]
1.5,-0.5,[-0.0011271],[2.60423737],[0.0077093],[0.00928803],[0.74024181],[-0.01719441],0.0,[2.60423737],[2.60423737]
1.5,-0.5,[-0.0016905],[2.59983491],[0.00768858],[0.00926336],[0.86646164],[-0.01985363],0.0,[2.59983491],[2.59983491]
1.5,-0.5,[-0.0049324],[2.58701148],[0.00767133],[0.00924514],[0.93323082],[-0.02182284],0.0,[2.58701148],[2.58701148]
1.5,-0.5,[0.00954045],[2.61169275],[0.00766475],[0.00924678],[0.96661541],[-0.02164483],0.0,[2.61169275],[2.61169275]
1.5,-0.5,[-0.00674419],[2.59407899],[0.00765094],[0.00923491],[0.9833077],[-0.02293033],0.0,[2.59407899],[2.59407899]
1.5,-0.5,[-0.00628086],[2.57778595],[0.00763623],[0.00922128],[0.99165385],[-0.02440671],0.0,[2.57778595],[2.57778595]
1.5,-0.5,[0.0015576],[2.5818011],[0.00761564],[0.00919668],[0.99582693],[-0.02707861],0.0,[2.5818011],[2.5818011]
1.5,-0.5,[-0.02088171],[2.52788868],[0.00766439],[0.00930092],[0.89311195],[-0.01580794],0.0,[2.52788868],[2.52788868]
1.5,-0.5,[0.00624312],[2.5436706],[0.00764955],[0.00928689],[0.87948967],[-0.01731735],0.0,[2.5436706],[2.5436706]
1.5,-0.5,[-0.02451921],[2.48130181],[0.00772401],[0.00943776],[0.46979996],[-0.0012022],0.0,[2.48130181],[2.48130181]
1.5,-0.5,[-0.00319902],[2.47336408],[0.00770441],[0.00941482],[0.32579983],[-0.00363599],0.0,[2.47336408],[2.47336408]
[1.28754098],[-0.28754098],[0.01871449],[2.51965182],[0.00773863],[0.00949073],[0.05303774],[0.00439449],0.0,[2.51965182],[2.51965182]
[1.14844175],[-0.14844175],[-0.0079037],[2.49973724],[0.00773075],[0.00948275],[-0.06230887],[0.00355311],0.0,[2.49973724],[2.49973724]
[0.95224946],[0.04775054],[0.01590142],[2.53948661],[0.00777743],[0.00952976],[-0.24362284],[0.00849874],0.0,[2.53948661],[2.53948661]
[0.92640204],[0.07359796],[-0.00321728],[2.53131638],[0.0077601],[0.00950657],[-0.27337187],[0.00606242],0.0,[2.53131638],[2.53131638]
[0.88967585],[0.11032415],[0.01092651],[2.55897484],[0.00778794],[0.00951494],[-0.31024249],[0.00694226],0.0,[2.55897484],[2.55897484]
[0.92702985],[0.07297015],[-0.00382069],[2.5491978],[0.00777306],[0.00949302],[-0.27102636],[0.0046362],0.0,[2.5491978],[2.5491978]
[0.96157652],[0.03842348],[0.00817245],[2.57003098],[0.00777916],[0.00948628],[-0.23365354],[0.00392561],0.0,[2.57003098],[2.57003098]
[1.05020244],[-0.05020244],[-0.00158068],[2.56596859],[0.00775875],[0.00946095],[-0.14811689],[0.0012516],0.0,[2.56596859],[2.56596859]
[1.13681914],[-0.13681914],[-0.00657322],[2.54910191],[0.00775131],[0.00944751],[-0.06982465],[-0.00016935],0.0,[2.54910191],[2.54910191]
[1.03136759],[-0.03136759],[-0.01610865],[2.50803931],[0.00780094],[0.00949681],[-0.16079079],[0.00503514],0.0,[2.50803931],[2.50803931]
[1.05307722],[-0.05307722],[-0.00253874],[2.50167204],[0.00778165],[0.00947259],[-0.14243596],[0.00248162],0.0,[2.50167204],[2.50167204]
[1.13735257],[-0.13735257],[0.00213973],[2.50702495],[0.00776173],[0.0094479],[-0.06801181],[-0.00012825],0.0,[2.50702495],[2.50702495]
[1.08722746],[-0.08722746],[0.01383857],[2.5417186],[0.0077927],[0.00947754],[-0.109102],[0.00300384],0.0,[2.5417186],[2.5417186]
[1.06748702],[-0.06748702],[-0.00928404],[2.51812118],[0.00779699],[0.00947649],[-0.12687524],[0.00289297],0.0,[2.51812118],[2.51812118]
[1.1262977],[-0.1262977],[-0.00333878],[2.50971373],[0.00777903],[0.00945369],[-0.07555368],[0.00048464],0.0,[2.50971373],[2.50971373]
[1.23132283],[-0.23132283],[0.00315257],[2.51762577],[0.00776043],[0.00943062],[0.01120599],[-0.00195931],0.0,[2.51762577],[2.51762577]
[1.29407397],[-0.29407397],[0.0090072],[2.54030254],[0.00775806],[0.00942835],[0.06060684],[-0.00220015],0.0,[2.54030254],[2.54030254]
