w,c,r_ind,R_ind,sigma_hat_risky,sigma_hat_ind,kappa,e,kappa_lev,MA_long,MA_short
[1.5],[-0.5],[0.0067935],[1.51330838],[0.01416938],[0.00926511],[0.89362644],[-0.01966468],[0.],[1.36381017],[1.42726157]
[1.35201207],[-0.35201207],[-0.01947091],[1.48384289],[0.01416312],[0.00935154],[0.7063145],[-0.01038005],[0.],[1.36446867],[1.4281877]
[1.16389881],[-0.16389881],[0.01269666],[1.50268275],[0.01414134],[0.00937315],[0.55495692],[-0.00807199],[0.],[1.36522693],[1.42940704]
[1.15105949],[-0.15105949],[0.00295257],[1.50711952],[0.01410375],[0.00934996],[0.54120254],[-0.01054896],[0.],[1.36600536],[1.43067904]
[1.22168288],[-0.22168288],[0.00252425],[1.51092387],[0.01406594],[0.00932615],[0.59806517],[-0.01309856],[0.],[1.36680039],[1.43199249]
[1.34177893],[-0.34177893],[0.00277593],[1.51511809],[0.01402832],[0.0093028],[0.68915359],[-0.01560484],[0.],[1.36761407],[1.4333531]
[1.5],[-0.5],[0.00089924],[1.51648055],[0.01398987],[0.00927749],[0.80281816],[-0.01832965],[0.],[1.36843076],[1.43471373]
[1.5],[-0.5],[-0.00453483],[1.50960356],[0.01395324],[0.0092581],[0.90140908],[-0.02042168],[0.],[1.36920525],[1.43593953]
[1.5],[-0.5],[0.00113388],[1.51131527],[0.01391503],[0.00923305],[0.95070454],[-0.02313089],[0.],[1.36998487],[1.43717329]
[1.5],[-0.5],[0.00037569],[1.51188305],[0.01387682],[0.00920773],[0.97535227],[-0.02587691],[0.],[1.37076334],[1.43839614]
[1.5],[-0.5],[0.0003761],[1.51245167],[0.01383871],[0.00918248],[0.98767614],[-0.0286229],[0.],[1.37154065],[1.43960829]
[1.5],[-0.5],[0.01197942],[1.53056996],[0.01381338],[0.00920015],[0.99383807],[-0.02670108],[0.],[1.37241309],[1.44109716]
[1.5],[-0.5],[0.00662994],[1.54071755],[0.01377933],[0.00918801],[0.99691903],[-0.02802136],[0.],[1.37333642],[1.44272775]
[1.31432303],[-0.31432303],[0.02778019],[1.58351897],[0.01380979],[0.00939096],[0.6527788],[-0.00617277],[0.],[1.3744895],[1.44503223]
[1.15981661],[-0.15981661],[0.00557124],[1.59234113],[0.01377544],[0.00937426],[0.52522833],[-0.00795356],[0.],[1.37568465],[1.44744339]
[1.16447126],[-0.16447126],[-0.00216697],[1.58889058],[0.0137383],[0.00934988],[0.52653367],[-0.01055678],[0.],[1.37685431],[1.44975861]
[1.17646046],[-0.17646046],[-0.00881126],[1.57489045],[0.01371202],[0.00934701],[0.53486214],[-0.01086381],[0.],[1.37794075],[1.45180678]
[1.24465427],[-0.24465427],[0.0049181],[1.58263592],[0.01367786],[0.00932845],[0.58871542],[-0.01285137],[0.],[1.37906372],[1.4539482]
[1.3505841],[-0.3505841],[-0.00457352],[1.57539771],[0.013643],[0.009309],[0.66784312],[-0.01493942],[0.],[1.38014082],[1.45593609]
[1.22909679],[-0.22909679],[-0.01604742],[1.55011664],[0.01363395],[0.00935921],[0.57292213],[-0.00956002],[0.],[1.38107332],[1.45747764]
[1.25635232],[-0.25635232],[-0.00163169],[1.54758732],[0.01359686],[0.00933428],[0.59213061],[-0.01222678],[0.],[1.38198683],[1.45895256]
[0.98880948],[0.01119052],[-0.02013398],[1.51642824],[0.01361136],[0.00942734],[0.35373031],[-0.0023066],[0.],[1.38272438],[1.45989333]
[0.94201768],[0.05798232],[0.00100104],[1.51794625],[0.01357418],[0.00940174],[0.30251734],[-0.00502609],[0.],[1.38346622],[1.46084354]
[0.8463487],[0.1536513],[0.01389696],[1.53904109],[0.01358092],[0.00943225],[0.19592117],[-0.0017865],[0.],[1.38431971],[1.46212349]
[0.85943798],[0.14056202],[0.00189901],[1.54196375],[0.01354463],[0.00940739],[0.20859301],[-0.0044253],[0.],[1.38518456],[1.46343032]
[0.92877884],[0.07122116],[-0.00056932],[1.54108588],[0.01350752],[0.00938164],[0.28344103],[-0.00716578],[0.],[1.38603984],[1.46470139]
[0.89759641],[0.10240359],[-0.01340304],[1.52043064],[0.01351276],[0.0094084],[0.24967877],[-0.00431833],[0.],[1.38677712],[1.46561357]
[0.82133357],[0.17866643],[0.01344592],[1.54087423],[0.01352124],[0.00943526],[0.16151487],[-0.00146702],[0.],[1.38762251],[1.46684544]
[0.7924368],[0.2075632],[-0.00891972],[1.52713007],[0.01350807],[0.00943251],[0.12472426],[-0.00175867],[0.],[1.38838786],[1.46783218]
[0.83352157],[0.16647843],[0.00179458],[1.52987063],[0.01347201],[0.00940754],[0.1725979],[-0.00440943],[0.],[1.38916404],[1.46884763]
[0.89663995],[0.10336005],[-0.00529722],[1.52176657],[0.01344325],[0.0093899],[0.24345576],[-0.00628627],[0.],[1.38989151],[1.46971381]
[0.73738386],[0.26261614],[0.01954675],[1.55151216],[0.01350321],[0.00947537],[0.05235996],[0.00277472],[0.],[1.39077817],[1.4710527]
[0.67095855],[0.32904145],[0.00941605],[1.56612128],[0.01349928],[0.00947504],[-0.04233205],[0.00274048],[0.],[1.39174011],[1.47260878]
[0.68558448],[0.31441552],[0.00180271],[1.56894455],[0.01346367],[0.00944996],[-0.02340922],[8.97277163e-05],[0.],[1.39271227],[1.47418561]
[0.74299594],[0.25700406],[-0.0008326],[1.56763825],[0.01342699],[0.0094242],[0.05428157],[-0.00263945],[0.],[1.39367192],[1.47571525]
[0.82949164],[0.17050836],[0.00054429],[1.5684915],[0.01339022],[0.0093984],[0.1616616],[-0.00538083],[0.],[1.39463099],[1.47723382]
[0.93322697],[0.06677303],[0.00302995],[1.57324395],[0.01335618],[0.00937528],[0.27695154],[-0.00784483],[0.],[1.39561088],[1.47880532]
[1.04679484],[-0.04679484],[0.00422613],[1.57989269],[0.01332371],[0.00935476],[0.38935769],[-0.01003528],[0.],[1.39662186],[1.48045993]
[1.15670686],[-0.15670686],[0.00589816],[1.58921114],[0.01329367],[0.00933929],[0.48694425],[-0.01169062],[0.],[1.39767842],[1.48223997]
[1.30444268],[-0.30444268],[0.00036973],[1.58979873],[0.01325718],[0.00931368],[0.60439409],[-0.01443688],[0.],[1.3987324],[1.4840005]
[1.48370087],[-0.48370087],[0.00135505],[1.59195298],[0.01322099],[0.00928864],[0.73042415],[-0.01712908],[0.],[1.39979242],[1.48576748]
[1.5],[-0.5],[-0.00652562],[1.5815645],[0.01318869],[0.00927572],[0.82821708],[-0.0185202],[0.],[1.40078964],[1.48733549]
[1.5],[-0.5],[0.00770519],[1.59375076],[0.01315797],[0.00926783],[0.89838775],[-0.01937117],[0.],[1.40184823],[1.4890773]
[1.5],[-0.5],[0.00251386],[1.59775722],[0.01312242],[0.00924425],[0.94919388],[-0.02191887],[0.],[1.402923],[1.49085618]
[1.5],[-0.5],[0.00298705],[1.6025298],[0.0130872],[0.00922151],[0.97459694],[-0.02438155],[0.],[1.40401806],[1.49268406]
[1.5],[-0.5],[0.00930896],[1.61744769],[0.01305935],[0.009222],[0.98729847],[-0.02432928],[0.],[1.40518895],[1.4947262]
[1.5],[-0.5],[0.00533612],[1.62607858],[0.01302615],[0.00920515],[0.99364923],[-0.02615725],[0.],[1.40640076],[1.49687619]
[1.5],[-0.5],[-0.00206982],[1.62271289],[0.01299077],[0.00918115],[0.99682462],[-0.02876841],[0.],[1.40758747],[1.49893589]
[1.5],[-0.5],[0.00083049],[1.62406053],[0.01295515],[0.00915614],[0.99841231],[-0.03149642],[0.],[1.40877505],[1.50098394]
[1.5],[-0.5],[0.00166212],[1.62675991],[0.01291983],[0.00913182],[0.99920615],[-0.03415613],[0.],[1.40997093],[1.50304265]
[1.5],[-0.5],[0.00142192],[1.62907303],[0.01288453],[0.00910734],[0.99960308],[-0.03683984],[0.],[1.41117294],[1.50510552]
[1.5],[-0.5],[-0.00213819],[1.62558977],[0.01284957],[0.00908371],[0.99980154],[-0.03943842],[0.],[1.41234925],[1.50707762]
[1.5],[-0.5],[0.00011743],[1.62578065],[0.01281428],[0.00905876],[0.99990077],[-0.04218855],[0.],[1.41352015],[1.50902056]
[1.5],[-0.5],[0.01508616],[1.65030743],[0.01280078],[0.00910272],[0.99995038],[-0.03734744],[0.],[1.41481918],[1.51133315]
[1.5],[-0.5],[-0.00094326],[1.64875076],[0.01276571],[0.00907799],[0.99997519],[-0.04006841],[0.],[1.41610254],[1.51358241]
[1.5],[-0.5],[0.00764785],[1.66136016],[0.01273624],[0.00907076],[0.9999876],[-0.04086523],[0.],[1.41744804],[1.51600125]
[1.5],[-0.5],[-0.00281256],[1.65668748],[0.01270202],[0.00904824],[0.9999938],[-0.04335071],[0.],[1.41876052],[1.51830401]
[1.5],[-0.5],[-0.00270069],[1.65221329],[0.01266783],[0.0090256],[0.9999969],[-0.04585563],[0.],[1.42004126],[1.52049584]
[1.5],[-0.5],[-0.00153081],[1.64968406],[0.01263326],[0.00900152],[0.99999845],[-0.04852688],[0.],[1.4213011],[1.52261041]
[1.5],[-0.5],[0.00505711],[1.65802669],[0.01260103],[0.00898461],[0.99999922],[-0.05040768],[0.],[1.42259979],[1.52482691]
[1.5],[-0.5],[0.01371678],[1.68076948],[0.01258467],[0.00901735],[0.99999961],[-0.04677049],[0.],[1.42401613],[1.52737939]
[1.5],[-0.5],[-0.00209314],[1.6772514],[0.01255052],[0.00899392],[0.99999981],[-0.04937249],[0.],[1.42540539],[1.5298325]
[1.5],[-0.5],[0.00930653],[1.69286078],[0.01252449],[0.00899566],[0.9999999],[-0.04917852],[0.],[1.42687267],[1.53250096]
[1.5],[-0.5],[0.00381338],[1.69931631],[0.01249151],[0.0089754],[0.99999995],[-0.05143371],[0.],[1.42836731],[1.5352314]
[1.5],[-0.5],[-0.01511303],[1.67363449],[0.01247952],[0.00902047],[0.99999998],[-0.04642465],[0.],[1.42971287],[1.5374968]
[1.5],[-0.5],[-0.00186657],[1.67051053],[0.01244558],[0.00899675],[0.99999999],[-0.04905714],[0.],[1.4310339],[1.53967397]
[1.5],[-0.5],[0.003264],[1.67596307],[0.01241244],[0.0089753],[0.99999999],[-0.05144482],[0.],[1.4323776],[1.54190476]
[1.5],[-0.5],[0.00884459],[1.69078628],[0.01238606],[0.00897458],[1.],[-0.05152414],[0.],[1.43379524],[1.54434167]
[1.5],[-0.5],[-0.00023347],[1.69039154],[0.01235204],[0.00894995],[1.],[-0.05427286],[0.],[1.43520295],[1.54673222]
[1.5],[-0.5],[0.00717446],[1.70251919],[0.01232321],[0.00894117],[1.],[-0.05525419],[0.],[1.43666946],[1.54928215]
[1.5],[-0.5],[0.00356862],[1.70859483],[0.01229062],[0.00892053],[1.],[-0.0575656],[0.],[1.43816126],[1.55188979]
[1.5],[-0.5],[-0.02735452],[1.66185705],[0.01233105],[0.00912383],[1.],[-0.0350308],[0.],[1.43938847],[1.55368974]
[1.5],[-0.5],[0.0118202],[1.68150053],[0.01231103],[0.0091408],[1.],[-0.03317339],[0.],[1.44071672],[1.55578176]
[1.5],[-0.5],[0.02427192],[1.72231377],[0.01233559],[0.00929127],[0.92113235],[-0.01684529],[0.],[1.44226158],[1.55850757]
[1.5],[-0.5],[-0.00297417],[1.71719131],[0.01230258],[0.00926837],[0.94339967],[-0.01931334],[0.],[1.44376986],[1.56110491]
[1.5],[-0.5],[0.00308956],[1.72249667],[0.01226974],[0.00924574],[0.97169983],[-0.02175754],[0.],[1.44529897],[1.56374658]
[1.5],[-0.5],[0.00434058],[1.72997331],[0.01223791],[0.00922595],[0.98584992],[-0.02390059],[0.],[1.44686071],[1.56646739]
[1.5],[-0.5],[0.0094556],[1.74633125],[0.01221323],[0.00922723],[0.99292496],[-0.02376235],[0.],[1.44850363],[1.56941142]
[1.5],[-0.5],[0.00724535],[1.75898404],[0.01218494],[0.00921752],[0.99646248],[-0.02481524],[0.],[1.45020695],[1.57251435]
[1.5],[-0.5],[-0.00383366],[1.75224069],[0.01215294],[0.00919658],[0.99823124],[-0.02708894],[0.],[1.45186392],[1.57545613]
[1.5],[-0.5],[0.00067604],[1.75342526],[0.01211961],[0.00917146],[0.99911562],[-0.02982462],[0.],[1.45351831],[1.57836914]
[1.5],[-0.5],[0.00880654],[1.76886688],[0.01209414],[0.00916949],[0.99955781],[-0.0300386],[0.],[1.45524833],[1.58148722]
[1.5],[-0.5],[0.00347862],[1.7750201],[0.01206215],[0.00914794],[0.9997789],[-0.03239239],[0.],[1.45700262],[1.58465498]
[1.5],[-0.5],[-0.00459488],[1.7668641],[0.01203115],[0.00912916],[0.99988945],[-0.0344476],[0.],[1.45870254],[1.58763739]
[1.5],[-0.5],[0.00909903],[1.78294084],[0.01200652],[0.00912899],[0.99994473],[-0.03446567],[0.],[1.46048133],[1.59083413]
[1.5],[-0.5],[0.00502327],[1.79189704],[0.01197611],[0.00911151],[0.99997236],[-0.03638184],[0.],[1.4622995],[1.59412514]
[1.5],[-0.5],[0.00311469],[1.79747825],[0.0119442],[0.00908941],[0.99998618],[-0.03881022],[0.],[1.46413832],[1.59745364]
[1.5],[-0.5],[-0.02988199],[1.74376603],[0.01200243],[0.00933075],[0.81512525],[-0.01260529],[0.],[1.46567237],[1.59984849]
[1.5],[-0.5],[-0.00940894],[1.72735904],[0.01197847],[0.00933118],[0.72154077],[-0.01255913],[0.],[1.467108],[1.60193559]
[1.5],[-0.5],[-0.00091458],[1.72577924],[0.01194565],[0.0093058],[0.74285076],[-0.01528322],[0.],[1.46852709],[1.60396267]
[1.49748862],[-0.49748862],[0.01529003],[1.75216645],[0.01193674],[0.00934908],[0.63749012],[-0.01064259],[0.],[1.47008315],[1.60638848]
[1.42088874],[-0.42088874],[0.0094712],[1.76876157],[0.01191318],[0.00934976],[0.58300673],[-0.01057047],[0.],[1.47172172],[1.60904621]
[0.97384192],[0.02615808],[-0.02318333],[1.72775578],[0.01194175],[0.00948087],[0.20761359],[0.00335559],[0.],[1.47312634],[1.61098926]
[0.86537278],[0.13462722],[0.00155629],[1.73044468],[0.01190954],[0.00945553],[0.08682379],[0.00067932],[0.],[1.47453801],[1.61294452]
[0.73360901],[0.26639099],[0.01492185],[1.75626612],[0.01194529],[0.00949411],[-0.07536269],[0.00475098],[0.],[1.47608359],[1.61529041]
[0.71071973],[0.28928027],[-0.00525756],[1.74703244],[0.01192431],[0.00947604],[-0.10881908],[0.00284551],[0.],[1.47757003],[1.61744678]
[0.73366687],[0.26633313],[-0.00534438],[1.73769563],[0.01190459],[0.0094583],[-0.07869663],[0.00097148],[0.],[1.4789971],[1.61941502]
[0.77709728],[0.22290272],[0.00600505],[1.74813058],[0.01188736],[0.0094428],[-0.02263503],[-0.00066853],[0.],[1.48047358],[1.62152184]
[0.85775567],[0.14224433],[-0.00099165],[1.74639705],[0.01185508],[0.00941715],[0.07339996],[-0.0033887],[0.],[1.48193246],[1.62356581]
[0.79429646],[0.20570354],[-0.0156864],[1.71900237],[0.01189987],[0.00946288],[0.00030804],[0.00145568],[0.],[1.48323304],[1.62512792]
[0.79945637],[0.20054363],[0.00596794],[1.72926127],[0.01188022],[0.00944723],[0.00513073],[-0.00019907],[0.],[1.48458276],[1.62683238]
[0.84123392],[0.15876608],[-0.00535234],[1.72000568],[0.01185796],[0.00942962],[0.05419336],[-0.00206512],[0.],[1.48587431],[1.62835745]
[0.86348939],[0.13651061],[-0.00934368],[1.7039345],[0.01185398],[0.00942915],[0.07996903],[-0.00211489],[0.],[1.4870706],[1.6295945]
[0.7627728],[0.2372272],[-0.01618685],[1.67635317],[0.01190268],[0.00947937],[-0.03995198],[0.00319746],[0.],[1.48810902],[1.63035985]
[0.71649613],[0.28350387],[0.00963574],[1.69250608],[0.0119068],[0.00948024],[-0.10219335],[0.00328869],[0.],[1.48923036],[1.63137706]
[0.74116934],[0.25883066],[0.00285012],[1.69732993],[0.01187775],[0.00945655],[-0.07078016],[0.00078734],[0.],[1.490372],[1.63245658]
[0.72781574],[0.27218426],[0.0114542],[1.71677148],[0.01190029],[0.00946866],[-0.08706521],[0.00206701],[0.],[1.49161405],[1.63383665]
[0.77135055],[0.22864945],[-0.00255932],[1.71237771],[0.01187046],[0.00944456],[-0.03147979],[-0.00048211],[0.],[1.49282517],[1.63512222]
[0.84877042],[0.15122958],[0.00213185],[1.71602823],[0.01183963],[0.00941994],[0.06156479],[-0.00309219],[0.],[1.49404968],[1.63644649]
[0.90432912],[0.09567088],[0.00824995],[1.73018539],[0.01182903],[0.00941392],[0.12407408],[-0.00373167],[0.],[1.49534513],[1.63798082]
[0.99645916],[0.00354084],[0.0026788],[1.73482021],[0.01179858],[0.00939015],[0.21851118],[-0.00625897],[0.],[1.49665891],[1.63956589]
[1.11776052],[-0.11776052],[-0.00219391],[1.73101417],[0.0117673],[0.00936577],[0.3307309],[-0.00885901],[0.],[1.4979446],[1.64106272]
[1.21299789],[-0.21299789],[0.00756823],[1.74411488],[0.01174569],[0.00935685],[0.41066051],[-0.0098118],[0.],[1.4992951],[1.64274949]
[1.28883007],[-0.28883007],[0.00797384],[1.75802217],[0.01172354],[0.00934982],[0.46941327],[-0.01056332],[0.],[1.5007145],[1.64463628]
[1.42179345],[-0.42179345],[-0.00183876],[1.75478959],[0.01169182],[0.00932514],[0.56488768],[-0.01320724],[0.],[1.50210837],[1.64643928]
[1.5],[-0.5],[0.00641194],[1.76604119],[0.01166449],[0.00931164],[0.64883115],[-0.01465549],[0.],[1.50355632],[1.64839693]
[1.5],[-0.5],[0.00213173],[1.76980592],[0.01163293],[0.00928741],[0.75595416],[-0.01726154],[0.],[1.50501699],[1.65038416]
[1.5],[-0.5],[-0.0016827],[1.76682786],[0.01160127],[0.00926273],[0.87601695],[-0.01992159],[0.],[1.5064533],[1.65229012]
[1.5],[-0.5],[0.00493675],[1.77555024],[0.01157197],[0.00924452],[0.93800848],[-0.02188932],[0.],[1.50792958],[1.65430765]
[1.5],[-0.5],[-0.00346866],[1.76939147],[0.01154146],[0.00922271],[0.96900424],[-0.02425175],[0.],[1.50936398],[1.65619135]
[1.5],[-0.5],[-0.00538315],[1.75986656],[0.01151282],[0.00920602],[0.98450212],[-0.02606354],[0.],[1.51073825],[1.65788831]
[1.5],[-0.5],[-0.00438999],[1.75214077],[0.01148324],[0.00918649],[0.99225106],[-0.02818733],[0.],[1.5120626],[1.65943104]
[1.5],[-0.5],[-0.01151325],[1.73196794],[0.0114658],[0.00920086],[0.99612553],[-0.02662429],[0.],[1.51326902],[1.66061833]
[1.5],[-0.5],[-0.00011472],[1.73176925],[0.01143431],[0.00917559],[0.99806276],[-0.02937444],[0.],[1.51446772],[1.66178293]
[1.5],[-0.5],[0.00125045],[1.73393474],[0.01140307],[0.00915085],[0.99903138],[-0.03207381],[0.],[1.51567174],[1.66296392]
[1.5],[-0.5],[0.00647582],[1.74516338],[0.01137624],[0.00913831],[0.99951569],[-0.033445],[0.],[1.51693074],[1.66430937]
[1.5],[-0.5],[-0.01765389],[1.71435446],[0.01137843],[0.00920654],[0.99975785],[-0.02600647],[0.],[1.51801382],[1.66512851]
[1.5],[-0.5],[0.00824265],[1.72848527],[0.01135448],[0.00920153],[0.99987892],[-0.02655107],[0.],[1.51916848],[1.66616553]
[1.5],[-0.5],[0.02163517],[1.76588135],[0.01137358],[0.00931513],[0.8569711],[-0.01428127],[0.],[1.52052196],[1.66779769]
[1.5],[-0.5],[0.00662258],[1.77757604],[0.01134705],[0.00930248],[0.81947753],[-0.01563968],[0.],[1.52193218],[1.66959455]
[1.5],[-0.5],[-0.00111916],[1.77558666],[0.01131602],[0.0092773],[0.86849737],[-0.01835034],[0.],[1.52332375],[1.67132944]
[1.5],[-0.5],[0.01252559],[1.79782693],[0.01130188],[0.00929822],[0.83670603],[-0.01609829],[0.],[1.52482969],[1.67339995]
[1.5],[-0.5],[0.00964905],[1.81517425],[0.0112809],[0.00930018],[0.81553891],[-0.01588744],[0.],[1.52642254],[1.67572053]
[1.5],[-0.5],[0.0051786],[1.82457431],[0.01125282],[0.00928256],[0.85235848],[-0.01778356],[0.],[1.52805822],[1.67815697]
[1.5],[-0.5],[0.00406276],[1.83198712],[0.01122371],[0.00926195],[0.92617924],[-0.02000607],[0.],[1.52972559],[1.68067488]
[1.5],[-0.5],[-0.00230098],[1.82777175],[0.01119345],[0.00923808],[0.96308962],[-0.02258645],[0.],[1.53136069],[1.68308257]
[1.5],[-0.5],[-0.00592553],[1.81694123],[0.01116654],[0.00922316],[0.98154481],[-0.02420354],[0.],[1.53292741],[1.68527358]
[1.5],[-0.5],[-0.01002492],[1.79872654],[0.01114686],[0.00922774],[0.99077241],[-0.02370616],[0.],[1.5343856],[1.68713058]
[1.5],[-0.5],[-0.0127517],[1.77578972],[0.01113406],[0.00925074],[0.9953862],[-0.02121727],[0.],[1.53570996],[1.68858176]
[1.5],[-0.5],[0.00536628],[1.78531909],[0.01110664],[0.00923389],[0.9976931],[-0.02304058],[0.],[1.53707933],[1.69016516]
[1.5],[-0.5],[0.00635027],[1.79665635],[0.01108057],[0.00922053],[0.99884655],[-0.02448838],[0.],[1.53850339],[1.69190822]
[1.5],[-0.5],[0.01287025],[1.81977976],[0.0110684],[0.00924448],[0.99942328],[-0.02189383],[0.],[1.54004649],[1.69400123]
[1.5],[-0.5],[-0.015514],[1.7915477],[0.01106454],[0.00929043],[0.92311817],[-0.01693626],[0.],[1.54142624],[1.69559788]
[1.5],[-0.5],[0.00655874],[1.803298],[0.0110389],[0.00927763],[0.91941131],[-0.01831409],[0.],[1.54286288],[1.69736072]
[1.5],[-0.5],[-0.01129156],[1.78293596],[0.01102269],[0.00928987],[0.88459811],[-0.0169957],[0.],[1.54417994],[1.69876142]
[1.5],[-0.5],[-0.00959277],[1.76583266],[0.01100261],[0.00929156],[0.86264757],[-0.01681394],[0.],[1.54539594],[1.69985925]
[1.5],[-0.5],[-0.00033794],[1.76523591],[0.0109724],[0.00926607],[0.9203457],[-0.01956088],[0.],[1.546602],[1.70092934]
[1.5],[-0.5],[0.01369545],[1.78941161],[0.01096314],[0.00929613],[0.86822637],[-0.01632214],[0.],[1.54793407],[1.70237762]
[1.5],[-0.5],[0.00289067],[1.79458421],[0.01093396],[0.00927307],[0.90426575],[-0.0188061],[0.],[1.54928721],[1.70388686]
[1.5],[-0.5],[-0.01110482],[1.77465568],[0.0109177],[0.00928411],[0.89255292],[-0.0176168],[0.],[1.55052359],[1.70504521]
[1.5],[-0.5],[-0.01812372],[1.74249233],[0.01092443],[0.00935541],[0.69541576],[-0.00996557],[0.],[1.55157675],[1.70565815]
[1.5],[-0.5],[-0.00056716],[1.74150405],[0.01089446],[0.00932981],[0.66535838],[-0.01270602],[0.],[1.5526187],[1.70624488]
[1.5],[-0.5],[0.00441643],[1.74919528],[0.01086672],[0.00930993],[0.70365283],[-0.01483895],[0.],[1.55369713],[1.70694789]
[1.5],[-0.5],[0.00733993],[1.76203425],[0.01084293],[0.00930026],[0.74877813],[-0.01587807],[0.],[1.55484008],[1.70784955]
[1.5],[-0.5],[0.00606783],[1.77272597],[0.0108173],[0.0092856],[0.81078791],[-0.01745595],[0.],[1.55603542],[1.70891145]
[1.5],[-0.5],[0.01466307],[1.79871957],[0.01081186],[0.00932357],[0.73978417],[-0.01337561],[0.],[1.5573668],[1.71038144]
[0.81275921],[0.18724079],[-0.03303669],[1.73929582],[0.01090486],[0.00961455],[-0.06403227],[0.01735697],[0.],[1.55836488],[1.71085471]
[0.58358574],[0.41641426],[-0.00104351],[1.73748086],[0.01087533],[0.00958845],[-0.3979881],[0.01463888],[0.],[1.55934752],[1.71129053]
[0.51678069],[0.48321931],[-0.00565097],[1.72766241],[0.01086915],[0.00957127],[-0.52012864],[0.01284538],[0.],[1.5602709],[1.7115585]
[0.50936135],[0.49063865],[-0.00544755],[1.71825088],[0.0108674],[0.00955351],[-0.53475129],[0.01098748],[0.],[1.56113759],[1.71166805]
[0.54303514],[0.45696486],[-0.0004708],[1.71744193],[0.01083776],[0.00952733],[-0.47346545],[0.00824359],[0.],[1.56199509],[1.71176255]
[0.59895343],[0.40104657],[-0.00222329],[1.71362355],[0.01081225],[0.00950259],[-0.37781236],[0.00564319],[0.],[1.56282693],[1.71179301]
[0.66359319],[0.33640681],[0.00450981],[1.72135166],[0.01079696],[0.00948237],[-0.2767423],[0.00351344],[0.],[1.56369661],[1.71194947]
[0.70062681],[0.29937319],[-0.00909793],[1.70569092],[0.01081509],[0.0094803],[-0.22075833],[0.00329549],[0.],[1.5644756],[1.71184703]
[0.77374129],[0.22625871],[0.00054825],[1.70662606],[0.01078554],[0.00945435],[-0.12423232],[0.00055413],[0.],[1.56525545],[1.71176157]
[0.80801711],[0.19198289],[0.00972213],[1.72321809],[0.0107961],[0.00945584],[-0.07990826],[0.00071168],[0.],[1.56612204],[1.71194909]
[0.75270318],[0.24729682],[-0.0143227],[1.69853696],[0.0108462],[0.00948935],[-0.14619006],[0.00424944],[0.],[1.56684848],[1.71172956]
[0.78098413],[0.21901587],[0.00135897],[1.70084521],[0.01081724],[0.00946382],[-0.11198044],[0.00155542],[0.],[1.56758359],[1.71155141]
[0.84902494],[0.15097506],[0.00250841],[1.70511163],[0.01079014],[0.00943965],[-0.03095431],[-0.00100144],[0.],[1.56833808],[1.711446]
[0.93332816],[0.06667184],[0.0046405],[1.71302421],[0.01076812],[0.00942],[0.06167051],[-0.00308591],[0.],[1.56913184],[1.71147183]
[0.92856896],[0.07143104],[0.01239212],[1.73425221],[0.01078347],[0.00943886],[0.05798347],[-0.00108593],[0.],[1.5700377],[1.7118447]
[0.97070217],[0.02929783],[-0.00562079],[1.72450434],[0.0107632],[0.00942213],[0.10047634],[-0.00285938],[0.],[1.57088511],[1.71205192]
[1.05898664],[-0.05898664],[-0.00266944],[1.71990088],[0.01073557],[0.00939833],[0.18495382],[-0.00538863],[0.],[1.57170262],[1.71218039]
[1.05751847],[-0.05751847],[-0.0120087],[1.6992471],[0.01073897],[0.00941463],[0.18388377],[-0.00365627],[0.],[1.57240234],[1.7119687]
[1.06598228],[-0.06598228],[0.00888919],[1.71435204],[0.01072756],[0.00941182],[0.19079182],[-0.003954],[0.],[1.57318109],[1.71200771]
[0.98608736],[0.01391264],[0.01386887],[1.73812817],[0.01074141],[0.00944202],[0.11417487],[-0.00075116],[0.],[1.574086],[1.71243525]
[0.95539192],[0.04460808],[0.00902445],[1.75381381],[0.01073333],[0.00943978],[0.08179918],[-0.00098847],[0.],[1.57507199],[1.71311254]
[0.95005326],[0.04994674],[0.00873719],[1.76913722],[0.01072526],[0.00943606],[0.07544327],[-0.00138175],[0.],[1.57613665],[1.71402955]
[0.87320887],[0.12679113],[0.01384702],[1.79363449],[0.01075014],[0.00946587],[-0.00658286],[0.00177218],[0.],[1.57732986],[1.71533253]
[0.90017794],[0.09982206],[-0.00032476],[1.793052],[0.01072064],[0.0094399],[0.02108753],[-0.00097516],[0.],[1.57851332],[1.71660465]
[0.97987362],[0.02012638],[0.00080395],[1.79449352],[0.0106914],[0.00941416],[0.10318722],[-0.00370574],[0.],[1.5796982],[1.71787954]
[0.9990765],[0.0009235],[0.01078913],[1.81385454],[0.01069318],[0.00942225],[0.12276124],[-0.0028467],[0.],[1.5809828],[1.71945046]
[1.03328999],[-0.03328999],[-0.00771902],[1.79985337],[0.01067915],[0.00941375],[0.15512029],[-0.00374959],[0.],[1.58218354],[1.7207665]
[0.87039846],[0.12960154],[-0.01808351],[1.7673057],[0.01072841],[0.00948296],[-0.0118293],[0.00357558],[0.],[1.58319913],[1.72152826]
[0.84837476],[0.15162524],[-0.00413874],[1.75999128],[0.01070474],[0.00946188],[-0.03966694],[0.00135009],[0.],[1.58416902],[1.72215783]
[0.89209302],[0.10790698],[0.00302432],[1.76531407],[0.0106786],[0.00943855],[0.00813615],[-0.00111878],[0.],[1.5851628],[1.72286421]
