P10,P50,P90
13.380825583985855,14.929499965980483,16.536618760363105
13.405619198164864,14.922505864102678,16.52911515148742
13.40319926234659,14.931425110220568,16.524930488730188
13.426417693520564,14.9383611726291,16.522649787383187
13.43957882350717,14.93284650784883,16.501666432581214
13.441043987073185,14.927149971140533,16.50675664857039
13.45194889685127,14.92746223646831,16.480911310087336
13.462161070958317,14.932366900258785,16.483881355996893
13.450413258595914,14.934299756685597,16.48510829290771
13.450250876607377,14.937829532042084,16.46873867522733
13.466422263747935,14.936280664288532,16.461049084898562
13.470274085682382,14.932121122293285,16.45842297658842
13.483999474253553,14.934230561684902,16.465996202359335
13.500328194196438,14.945947201223845,16.438580665591296
13.498429234553894,14.938994523588885,16.446945721401768
13.51228835235487,14.946382227535015,16.44340710507064
13.526480279421419,14.946776282530209,16.430542248642443
13.53044485814755,14.953039426496392,16.417722025159875
13.5355953052442,14.956751429053753,16.406219411429237
13.566348715732763,14.949545036606846,16.40362863125847
13.56534352657402,14.945460821173025,16.40527217701855
13.570890240656345,14.945872611306921,16.388971220065173
13.580121051947408,14.946348247916752,16.378146842791555
13.589738223534738,14.946342055281946,16.37636240975986
13.605409181878288,14.951324307112532,16.3751590086376
13.605828307568304,14.948743188632283,16.359864329778148
13.615154620277924,14.954191079998306,16.3565204490497
13.611749013438917,14.958548598588083,16.363068730534756
13.621583259163447,14.947865763884572,16.347301171649043
13.631393742331017,14.953850165385438,16.336045261095485
13.63846523068472,14.95038591629957,16.33944429292789
13.650216588449272,14.94886851911182,16.340716475838672
13.657665559710903,14.956331472918482,16.33060448352222
13.67250448944541,14.958318565035974,16.316540409808027
13.673908759128215,14.954299632384018,16.301241060178317
13.670605020055818,14.956507988207271,16.310242539045888
13.676995618569329,14.955283853707375,16.299401480733177
13.68772976489873,14.95430126548937,16.289100265331644
13.693592555503367,14.953403634524726,16.285926750734507
13.71149451675242,14.961174669849488,16.280589404578834
13.712426957558158,14.958587927175753,16.273583902436258
13.712849196535082,14.968352058490563,16.279765789505976
13.716137677069437,14.971502010009154,16.26463668906501
