w,c,r_ind,R_ind,sigma_hat_risky,sigma_hat_ind,kappa,e,kappa_lev,MA_long,MA_short
[1.01118589],[-0.01118589],[-0.0094789],[2.97774257],[0.00934458],[0.01021282],0.0,0.0,0.0,[2.97774257],[2.97774257]
[0.94492608],[0.05507392],[0.04951488],[3.12518513],[0.00999984],[0.01082497],0.0,0.0,0.0,[3.12518513],[3.12518513]
[0.92674648],[0.07325352],[-0.02709127],[3.0405199],[0.01019601],[0.01098014],0.0,0.0,0.0,[3.0405199],[3.0405199]
[0.88505352],[0.11494648],[0.04073013],[3.16436067],[0.01067632],[0.01135795],0.0,0.0,0.0,[3.16436067],[3.16436067]
[0.86241341],[0.13758659],[-0.03089969],[3.06658289],[0.01095659],[0.01155567],0.0,0.0,0.0,[3.06658289],[3.06658289]
[0.85932745],[0.14067255],[-0.014362],[3.02254062],[0.01099594],[0.01157292],0.0,0.0,0.0,[3.02254062],[3.02254062]
[0.75806753],[0.24193247],[-0.06875319],[2.81473131],[0.01246474],[0.01261469],0.0,0.0,0.0,[2.81473131],[2.81473131]
[0.72402668],[0.27597332],[0.0406968],[2.92928187],[0.01305078],[0.01293613],0.0,0.0,0.0,[2.92928187],[2.92928187]
[0.69972147],[0.30027853],[-0.03519909],[2.8261738],[0.0135041],[0.0131614],0.0,0.0,0.0,[2.8261738],[2.8261738]
[0.62013979],[0.37986021],[-0.0673288],[2.6358909],[0.01523707],[0.01404071],0.0,0.0,0.0,[2.6358909],[2.6358909]
[0.56870508],[0.43129492],[0.05628142],[2.78424257],[0.01661514],[0.0146095],0.0,0.0,0.0,[2.78424257],[2.78424257]
[0.50649507],[0.49350493],[-0.06582061],[2.60098203],[0.01865588],[0.01536341],0.0,0.0,0.0,[2.60098203],[2.60098203]
[0.49235574],[0.50764426],[0.0322132],[2.68476798],[0.01919164],[0.01550588],0.0,0.0,0.0,[2.68476798],[2.68476798]
[0.4826341],[0.5173659],[-0.02741071],[2.61117658],[0.01957821],[0.015596],0.0,0.0,0.0,[2.61117658],[2.61117658]
[0.48391603],[0.51608397],[0.00178405],[2.61583505],[0.01952635],[0.01555372],0.0,0.0,0.0,[2.61583505],[2.61583505]
[0.47828392],[0.52171608],[-0.02178868],[2.55883945],[0.01975628],[0.01559473],0.0,0.0,0.0,[2.55883945],[2.55883945]
[0.47693568],[0.52306432],[-0.01346744],[2.52437844],[0.01981213],[0.01558385],0.0,0.0,0.0,[2.52437844],[2.52437844]
[0.45079574],[0.54920426],[0.04507347],[2.63816095],[0.02096096],[0.01589558],0.0,0.0,0.0,[2.63816095],[2.63816095]
[0.45157518],[0.54842482],[0.00575926],[2.65335481],[0.02092478],[0.01585766],0.0,0.0,0.0,[2.65335481],[2.65335481]
[0.44281952],[0.55718048],[0.02719057],[2.72550104],[0.02133852],[0.01594183],0.0,0.0,0.0,[2.72550104],[2.72550104]
[0.44147889],[0.55852111],[-0.01371995],[2.6881073],[0.02140332],[0.01593048],0.0,0.0,0.0,[2.6881073],[2.6881073]
[0.44000085],[0.55999915],[0.01410142],[2.72601343],[0.02147521],[0.01592102],0.0,0.0,0.0,[2.72601343],[2.72601343]
[0.44061286],[0.55938714],[-0.00663994],[2.70791287],[0.02144538],[0.0158849],0.0,0.0,0.0,[2.70791287],[2.70791287]
[0.43658145],[0.56341855],[-0.01977889],[2.65435336],[0.02164341],[0.01590887],0.0,0.0,0.0,[2.65435336],[2.65435336]
[0.43637211],[0.56362789],[0.01024305],[2.68154205],[0.02165379],[0.0158833],0.0,0.0,0.0,[2.68154205],[2.68154205]
[0.43706078],[0.56293922],[-0.00616672],[2.66500572],[0.02161967],[0.01584625],0.0,0.0,0.0,[2.66500572],[2.66500572]
[0.42697343],[0.57302657],[0.02945195],[2.74349535],[0.02213044],[0.01595258],0.0,0.0,0.0,[2.74349535],[2.74349535]
[0.42814906],[0.57185094],[0.00017732],[2.74398183],[0.02206968],[0.01590877],0.0,0.0,0.0,[2.74398183],[2.74398183]
[0.42651526],[0.57348474],[0.01463669],[2.78414465],[0.02215422],[0.01590207],0.0,0.0,0.0,[2.78414465],[2.78414465]
[0.42715158],[0.57284842],[0.00639087],[2.80193776],[0.02212121],[0.01586545],0.0,0.0,0.0,[2.80193776],[2.80193776]
[0.42810572],[0.57189428],[-0.00410048],[2.79044848],[0.02207191],[0.01582479],0.0,0.0,0.0,[2.79044848],[2.79044848]
[0.42706347],[0.57293653],[0.0129939],[2.82670728],[0.02212578],[0.01581064],0.0,0.0,0.0,[2.82670728],[2.82670728]
[0.42707909],[0.57292091],[-0.00938512],[2.80017829],[0.02212497],[0.01578253],0.0,0.0,0.0,[2.80017829],[2.80017829]
[0.42818734],[0.57181266],[0.00226973],[2.80653395],[0.02206771],[0.01574007],0.0,0.0,0.0,[2.80653395],[2.80653395]
[0.42761936],[0.57238064],[0.01151377],[2.83884773],[0.02209702],[0.01571999],0.0,0.0,0.0,[2.83884773],[2.83884773]
[0.42803148],[0.57196852],[-0.00761239],[2.81723732],[0.02207574],[0.01568694],0.0,0.0,0.0,[2.81723732],[2.81723732]
[0.42697613],[0.57302387],[-0.0130314],[2.78052477],[0.0221303],[0.0156736],0.0,0.0,0.0,[2.78052477],[2.78052477]
[0.42692165],[0.57307835],[0.00966724],[2.80740478],[0.02213313],[0.01564694],0.0,0.0,0.0,[2.80740478],[2.80740478]
[0.42809735],[0.57190265],[-0.0001212],[2.80706453],[0.02207234],[0.01560397],0.0,0.0,0.0,[2.80706453],[2.80706453]
[0.42880088],[0.57119912],[0.00599454],[2.82389158],[0.02203613],[0.01556744],0.0,0.0,0.0,[2.82389158],[2.82389158]
[0.42942537],[0.57057463],[0.00648019],[2.84219093],[0.02200408],[0.0155321],0.0,0.0,0.0,[2.84219093],[2.84219093]
[0.43053723],[0.56946277],[-0.00230891],[2.83562856],[0.02194726],[0.01549038],0.0,0.0,0.0,[2.83562856],[2.83562856]
[0.43004501],[0.56995499],[0.01125065],[2.86753122],[0.02197238],[0.01547029],0.0,0.0,0.0,[2.86753122],[2.86753122]
[0.43097855],[0.56902145],[-0.00434158],[2.85508162],[0.02192478],[0.01543114],0.0,0.0,0.0,[2.85508162],[2.85508162]
[0.43047273],[0.56952727],[-0.01129325],[2.82283846],[0.02195055],[0.01541147],0.0,0.0,0.0,[2.82283846],[2.82283846]
[0.43162121],[0.56837879],[0.00167106],[2.8275556],[0.02189214],[0.01536964],0.0,0.0,0.0,[2.8275556],[2.8275556]
[0.4326165],[0.5673835],[0.00380689],[2.8383198],[0.02184177],[0.01533002],0.0,0.0,0.0,[2.8383198],[2.8383198]
[0.43369947],[0.56630053],[-0.00284672],[2.8302399],[0.02178723],[0.01528936],0.0,0.0,0.0,[2.8302399],[2.8302399]
[0.43453969],[0.56546031],[0.00513968],[2.84478643],[0.02174511],[0.01525212],0.0,0.0,0.0,[2.84478643],[2.84478643]
[0.43502654],[0.56497346],[0.00727256],[2.8654753],[0.02172077],[0.01521976],0.0,0.0,0.0,[2.8654753],[2.8654753]
[0.43622476],[0.56377524],[-1.39823639e-05],[2.86543524],[0.02166111],[0.01517795],0.0,0.0,0.0,[2.86543524],[2.86543524]
[0.43636234],[0.56363766],[-0.00888879],[2.83996498],[0.02165428],[0.01515057],0.0,0.0,0.0,[2.83996498],[2.83996498]
[0.43680921],[0.56319079],[-0.00748277],[2.81871417],[0.02163213],[0.01511912],0.0,0.0,0.0,[2.81871417],[2.81871417]
[0.43764333],[0.56235667],[0.00522632],[2.83344568],[0.0215909],[0.01508256],0.0,0.0,0.0,[2.83344568],[2.83344568]
[0.43879993],[0.56120007],[0.00189886],[2.838826],[0.02153399],[0.01504179],0.0,0.0,0.0,[2.838826],[2.838826]
[0.43752696],[0.56247304],[0.01357011],[2.87734917],[0.02159664],[0.01503411],0.0,0.0,0.0,[2.87734917],[2.87734917]
[0.43845693],[0.56154307],[-0.004507],[2.86438096],[0.02155083],[0.01499653],0.0,0.0,0.0,[2.86438096],[2.86438096]
[0.43890617],[0.56109383],[0.00748319],[2.88581566],[0.02152877],[0.0149656],0.0,0.0,0.0,[2.88581566],[2.88581566]
[0.43997497],[0.56002503],[-0.00321015],[2.87655177],[0.02147648],[0.01492639],0.0,0.0,0.0,[2.87655177],[2.87655177]
[0.44117597],[0.55882403],[0.00089322],[2.87912115],[0.02141801],[0.01488553],0.0,0.0,0.0,[2.87912115],[2.87912115]
[0.44196374],[0.55803626],[0.00559718],[2.89523612],[0.02137984],[0.01485043],0.0,0.0,0.0,[2.89523612],[2.89523612]
[0.44261278],[0.55738722],[0.00644978],[2.91390976],[0.02134848],[0.01481735],0.0,0.0,0.0,[2.91390976],[2.91390976]
[0.44382148],[0.55617852],[-0.00087111],[2.91137144],[0.02129034],[0.01477679],0.0,0.0,0.0,[2.91137144],[2.91137144]
[0.44499959],[0.55500041],[0.00179667],[2.91660223],[0.02123398],[0.0147368],0.0,0.0,0.0,[2.91660223],[2.91660223]
[0.44615936],[0.55384064],[0.00218797],[2.92298366],[0.02117878],[0.01469721],0.0,0.0,0.0,[2.92298366],[2.92298366]
[0.44719816],[0.55280184],[0.00371076],[2.93383014],[0.02112959],[0.01465942],0.0,0.0,0.0,[2.93383014],[2.93383014]
[0.44792937],[0.55207063],[0.00601699],[2.95148297],[0.02109509],[0.01462594],0.0,0.0,0.0,[2.95148297],[2.95148297]
[0.44913189],[0.55086811],[-0.00149982],[2.94705627],[0.02103861],[0.01458619],0.0,0.0,0.0,[2.94705627],[2.94705627]
[0.4484749],[0.5515251],[0.01170597],[2.98155444],[0.02106943],[0.01457194],0.0,0.0,0.0,[2.98155444],[2.98155444]
[0.44929271],[0.55070729],[0.00548667],[2.99791323],[0.02103108],[0.0145376],0.0,0.0,0.0,[2.99791323],[2.99791323]
[0.45037781],[0.54962219],[-0.00330908],[2.98799289],[0.02098041],[0.01449974],0.0,0.0,0.0,[2.98799289],[2.98799289]
[0.45151983],[0.54848017],[-0.00265607],[2.98005659],[0.02092735],[0.01446125],0.0,0.0,0.0,[2.98005659],[2.98005659]
[0.44351063],[0.55648937],[-0.02612162],[2.90221268],[0.02130527],[0.01455073],0.0,0.0,0.0,[2.90221268],[2.90221268]
[0.44431054],[0.55568946],[0.00554537],[2.91830654],[0.02126691],[0.01451658],0.0,0.0,0.0,[2.91830654],[2.91830654]
[0.44530565],[0.55469435],[0.00407916],[2.93021077],[0.02121938],[0.01447985],0.0,0.0,0.0,[2.93021077],[2.93021077]
[0.44552463],[0.55447537],[0.0085624],[2.9553004],[0.02120895],[0.014454],0.0,0.0,0.0,[2.9553004],[2.9553004]
[0.44669612],[0.55330388],[-0.00200694],[2.94936929],[0.02115333],[0.01441506],0.0,0.0,0.0,[2.94936929],[2.94936929]
[0.44792484],[0.55207516],[0.00034574],[2.950389],[0.02109531],[0.01437549],0.0,0.0,0.0,[2.950389],[2.950389]
[0.44905513],[0.55094487],[-0.00272977],[2.9423351],[0.02104221],[0.01433743],0.0,0.0,0.0,[2.9423351],[2.9423351]
[0.45014796],[0.54985204],[0.00321993],[2.95180922],[0.02099112],[0.01430004],0.0,0.0,0.0,[2.95180922],[2.95180922]
[0.451341],[0.548659],[0.00183392],[2.95722261],[0.02093564],[0.01426141],0.0,0.0,0.0,[2.95722261],[2.95722261]
[0.45077853],[0.54922147],[-0.01139729],[2.92351829],[0.02096176],[0.01424726],0.0,0.0,0.0,[2.92351829],[2.92351829]
[0.45170873],[0.54829127],[0.00472614],[2.93733526],[0.02091859],[0.01421244],0.0,0.0,0.0,[2.93733526],[2.93733526]
[0.45133662],[0.54866338],[-0.0107753],[2.90568459],[0.02093584],[0.01419586],0.0,0.0,0.0,[2.90568459],[2.90568459]
[0.45193952],[0.54806048],[0.00677557],[2.92537227],[0.02090791],[0.01416575],0.0,0.0,0.0,[2.92537227],[2.92537227]
[0.4526881],[0.5473119],[0.00595976],[2.94280678],[0.02087334],[0.01413374],0.0,0.0,0.0,[2.94280678],[2.94280678]
[0.45380037],[0.54619963],[0.00310016],[2.95192994],[0.02082218],[0.01409679],0.0,0.0,0.0,[2.95192994],[2.95192994]
[0.45497024],[0.54502976],[0.00238815],[2.95897958],[0.02076864],[0.01405918],0.0,0.0,0.0,[2.95897958],[2.95897958]
[0.45553795],[0.54446205],[0.0069832],[2.97964273],[0.02074275],[0.0140301],0.0,0.0,0.0,[2.97964273],[2.97964273]
[0.45648195],[0.54351805],[-0.0046936],[2.96565748],[0.02069986],[0.01399588],0.0,0.0,0.0,[2.96565748],[2.96565748]
[0.45757533],[0.54242467],[0.00340719],[2.97576204],[0.0206504],[0.01395972],0.0,0.0,0.0,[2.97576204],[2.97576204]
[0.45875929],[0.54124071],[-0.00232021],[2.96885764],[0.0205971],[0.01392243],0.0,0.0,0.0,[2.96885764],[2.96885764]
[0.45971978],[0.54028022],[0.00462201],[2.98257973],[0.02055407],[0.01388841],0.0,0.0,0.0,[2.98257973],[2.98257973]
[0.46074918],[0.53925082],[-0.00407836],[2.97041569],[0.02050815],[0.01385355],0.0,0.0,0.0,[2.97041569],[2.97041569]
[0.46150927],[0.53849073],[0.00597806],[2.98817302],[0.02047437],[0.01382259],0.0,0.0,0.0,[2.98817302],[2.98817302]
[0.46251509],[0.53748491],[0.0043116],[3.00105681],[0.02042985],[0.01378833],0.0,0.0,0.0,[3.00105681],[3.00105681]
[0.46375221],[0.53624779],[-0.00160155],[2.99625048],[0.02037535],[0.01375096],0.0,0.0,0.0,[2.99625048],[2.99625048]
[0.46500268],[0.53499732],[0.00136935],[3.0003534],[0.02032055],[0.01371357],0.0,0.0,0.0,[3.0003534],[3.0003534]
[0.46607076],[0.53392924],[0.0038456],[3.01189155],[0.02027399],[0.01367886],0.0,0.0,0.0,[3.01189155],[3.01189155]
[0.4673442],[0.5326558],[0.00084582],[3.01443907],[0.02021874],[0.01364144],0.0,0.0,0.0,[3.01443907],[3.01443907]
[0.46852197],[0.53147803],[0.00275167],[3.02273382],[0.02016792],[0.01360549],0.0,0.0,0.0,[3.02273382],[3.02273382]
[0.46934691],[0.53065309],[-0.00566654],[3.00560538],[0.02013247],[0.01357461],0.0,0.0,0.0,[3.00560538],[3.00560538]
[0.47050914],[0.52949086],[-0.00299556],[2.9966019],[0.02008274],[0.01353914],0.0,0.0,0.0,[2.9966019],[2.9966019]
[0.47163054],[0.52836946],[0.00346317],[3.00697963],[0.02003499],[0.01350439],0.0,0.0,0.0,[3.00697963],[3.00697963]
[0.47280619],[0.52719381],[-0.00290538],[2.99824322],[0.01998517],[0.01346901],0.0,0.0,0.0,[2.99824322],[2.99824322]
[0.47363527],[0.52636473],[0.00568986],[3.0153028],[0.01995019],[0.01343863],0.0,0.0,0.0,[3.0153028],[3.0153028]
[0.47490109],[0.52509891],[-0.00162373],[3.01040675],[0.01989701],[0.01340225],0.0,0.0,0.0,[3.01040675],[3.01040675]
[0.47600377],[0.52399623],[0.00373912],[3.02166303],[0.01985092],[0.01336831],0.0,0.0,0.0,[3.02166303],[3.02166303]
[0.47715191],[0.52284809],[0.00332659],[3.03171487],[0.01980315],[0.01333387],0.0,0.0,0.0,[3.03171487],[3.03171487]
[0.47842244],[0.52157756],[0.00172155],[3.03693411],[0.01975056],[0.01329785],0.0,0.0,0.0,[3.03693411],[3.03693411]
[0.4795974],[0.5204026],[0.00310619],[3.04636741],[0.01970217],[0.01326332],0.0,0.0,0.0,[3.04636741],[3.04636741]
[0.4807615],[0.5192385],[0.00325193],[3.056274],[0.01965447],[0.01322908],0.0,0.0,0.0,[3.056274],[3.056274]
[0.48208394],[0.51791606],[0.00034515],[3.05732887],[0.01960055],[0.01319277],0.0,0.0,0.0,[3.05732887],[3.05732887]
[0.48338041],[0.51661959],[0.00145087],[3.06176465],[0.01954798],[0.01315697],0.0,0.0,0.0,[3.06176465],[3.06176465]
[0.48446694],[0.51553306],[-0.00404411],[3.04938255],[0.01950414],[0.01312425],0.0,0.0,0.0,[3.04938255],[3.04938255]
[0.48511769],[0.51488231],[0.006758],[3.06999028],[0.01947798],[0.01309777],0.0,0.0,0.0,[3.06999028],[3.06999028]
[0.48644352],[0.51355648],[-0.00082912],[3.06744489],[0.01942489],[0.01306193],0.0,0.0,0.0,[3.06744489],[3.06744489]
[0.48778334],[0.51221666],[-4.16628045e-05],[3.06731709],[0.01937153],[0.01302606],0.0,0.0,0.0,[3.06731709],[3.06731709]
[0.48908953],[0.51091047],[0.00157365],[3.07214396],[0.0193198],[0.0129908],0.0,0.0,0.0,[3.07214396],[3.07214396]
[0.49042035],[0.50957965],[0.00103913],[3.07533633],[0.01926737],[0.01295534],0.0,0.0,0.0,[3.07533633],[3.07533633]
[0.49171096],[0.50828904],[-0.00198925],[3.06921872],[0.0192168],[0.0129206],0.0,0.0,0.0,[3.06921872],[3.06921872]
[0.49303058],[0.50696942],[0.00151149],[3.07385781],[0.01916537],[0.01288559],0.0,0.0,0.0,[3.07385781],[3.07385781]
[0.49434302],[0.50565698],[0.00172849],[3.07917094],[0.01911448],[0.01285084],0.0,0.0,0.0,[3.07917094],[3.07917094]
[0.49531051],[0.50468949],[0.00507748],[3.09480536],[0.01907715],[0.01282106],0.0,0.0,0.0,[3.09480536],[3.09480536]
[0.49663353],[0.50336647],[0.00164101],[3.09988397],[0.01902633],[0.01278642],0.0,0.0,0.0,[3.09988397],[3.09988397]
[0.49761025],[0.50238975],[0.00504686],[3.11552864],[0.01898898],[0.01275677],0.0,0.0,0.0,[3.11552864],[3.11552864]
[0.49896276],[0.50103724],[0.00108479],[3.11890833],[0.01893751],[0.01272199],0.0,0.0,0.0,[3.11890833],[3.11890833]
[0.50017933],[0.49982067],[0.00319675],[3.12887871],[0.01889145],[0.01268925],0.0,0.0,0.0,[3.12887871],[3.12887871]
[0.50150969],[0.49849031],[-0.00174658],[3.12341387],[0.01884133],[0.01265506],0.0,0.0,0.0,[3.12341387],[3.12341387]
[0.50254766],[0.49745234],[0.00470505],[3.13810969],[0.01880242],[0.01262511],0.0,0.0,0.0,[3.13810969],[3.13810969]
[0.50309239],[0.49690761],[0.00735382],[3.16118677],[0.01878206],[0.0126022],0.0,0.0,0.0,[3.16118677],[3.16118677]
[0.49982851],[0.50017149],[-0.0173922],[3.10620678],[0.01890471],[0.01263344],0.0,0.0,0.0,[3.10620678],[3.10620678]
[0.50094603],[0.49905397],[-0.00409181],[3.09349679],[0.01886253],[0.01260238],0.0,0.0,0.0,[3.09349679],[3.09349679]
[0.49947321],[0.50052679],[-0.01361526],[3.05137801],[0.01891816],[0.01260816],0.0,0.0,0.0,[3.05137801],[3.05137801]
[0.49937662],[0.50062338],[0.00977785],[3.08121392],[0.01892181],[0.01259437],0.0,0.0,0.0,[3.08121392],[3.08121392]
[0.49957906],[0.50042094],[-0.00872218],[3.05433901],[0.01891415],[0.01257638],0.0,0.0,0.0,[3.05433901],[3.05433901]
[0.50095421],[0.49904579],[0.00023948],[3.05507046],[0.01886223],[0.01254185],0.0,0.0,0.0,[3.05507046],[3.05507046]
[0.50164671],[0.49835329],[0.00666329],[3.07542728],[0.01883619],[0.01251713],0.0,0.0,0.0,[3.07542728],[3.07542728]
[0.50292712],[0.49707288],[0.00255497],[3.08328492],[0.01878823],[0.01248418],0.0,0.0,0.0,[3.08328492],[3.08328492]
[0.50424991],[0.49575009],[-0.00200135],[3.07711418],[0.01873895],[0.01245077],0.0,0.0,0.0,[3.07711418],[3.07711418]
[0.50534648],[0.49465352],[-0.00432667],[3.06380054],[0.01869828],[0.01242071],0.0,0.0,0.0,[3.06380054],[3.06380054]
[0.50619099],[0.49380901],[-0.00591699],[3.04567207],[0.01866709],[0.01239434],0.0,0.0,0.0,[3.04567207],[3.04567207]
[0.5070883],[0.4929117],[-0.00563246],[3.02851743],[0.01863406],[0.01236733],0.0,0.0,0.0,[3.02851743],[3.02851743]
[0.50807082],[0.49192918],[0.0051394],[3.04408219],[0.01859802],[0.01233924],0.0,0.0,0.0,[3.04408219],[3.04408219]
[0.50728404],[0.49271596],[-0.01182283],[3.00809252],[0.01862687],[0.01233646],0.0,0.0,0.0,[3.00809252],[3.00809252]
[0.50865342],[0.49134658],[0.00133308],[3.01210255],[0.01857672],[0.01230297],0.0,0.0,0.0,[3.01210255],[3.01210255]
[0.50897924],[0.49102076],[0.00827501],[3.03702772],[0.01856483],[0.01228448],0.0,0.0,0.0,[3.03702772],[3.03702772]
[0.50925774],[0.49074226],[0.0084564],[3.06271005],[0.01855467],[0.01226674],0.0,0.0,0.0,[3.06271005],[3.06271005]
[0.51053598],[0.48946402],[-0.00280805],[3.0541098],[0.01850822],[0.01223481],0.0,0.0,0.0,[3.0541098],[3.0541098]
[0.51170138],[0.48829862],[0.0039047],[3.06603518],[0.01846607],[0.01220463],0.0,0.0,0.0,[3.06603518],[3.06603518]
[0.51293623],[0.48706377],[0.00332064],[3.07621637],[0.01842161],[0.01217359],0.0,0.0,0.0,[3.07621637],[3.07621637]
[0.51397762],[0.48602238],[-0.00483632],[3.0613388],[0.01838429],[0.01214544],0.0,0.0,0.0,[3.0613388],[3.0613388]
[0.51411591],[0.48588409],[0.00897517],[3.08881483],[0.01837934],[0.01213031],0.0,0.0,0.0,[3.08881483],[3.08881483]
[0.51468557],[0.48531443],[-0.00729801],[3.06627262],[0.018359],[0.01210906],0.0,0.0,0.0,[3.06627262],[3.06627262]
[0.51483247],[0.48516753],[0.00894545],[3.0937018],[0.01835376],[0.01209396],0.0,0.0,0.0,[3.0937018],[3.0937018]
[0.51590781],[0.48409219],[0.0046391],[3.10805378],[0.0183155],[0.01206563],0.0,0.0,0.0,[3.10805378],[3.10805378]
[0.51700101],[0.48299899],[0.00453241],[3.12214077],[0.01827678],[0.01203717],0.0,0.0,0.0,[3.12214077],[3.12214077]
[0.51728843],[0.48271157],[0.0084395],[3.14849007],[0.01826662],[0.01202037],0.0,0.0,0.0,[3.14849007],[3.14849007]
[0.518532],[0.481468],[-0.00336282],[3.13790227],[0.01822281],[0.01198994],0.0,0.0,0.0,[3.13790227],[3.13790227]
[0.51979103],[0.48020897],[-0.00324516],[3.12771927],[0.01817867],[0.01195943],0.0,0.0,0.0,[3.12771927],[3.12771927]
[0.52121613],[0.47878387],[-0.0006388],[3.12572127],[0.01812897],[0.01192667],0.0,0.0,0.0,[3.12572127],[3.12572127]
[0.52264829],[0.47735171],[-0.00046213],[3.12427677],[0.01807929],[0.01189396],0.0,0.0,0.0,[3.12427677],[3.12427677]
[0.52309437],[0.47690563],[-0.00784354],[3.09977139],[0.01806388],[0.01187551],0.0,0.0,0.0,[3.09977139],[3.09977139]
[0.52446658],[0.47553342],[0.00205878],[3.10615313],[0.01801661],[0.01184387],0.0,0.0,0.0,[3.10615313],[3.10615313]
[0.52589426],[0.47410574],[-0.00101865],[3.10298906],[0.0179677],[0.01181158],0.0,0.0,0.0,[3.10298906],[3.10298906]
[0.52719648],[0.47280352],[0.00299843],[3.11229316],[0.01792332],[0.01178123],0.0,0.0,0.0,[3.11229316],[3.11229316]
[0.52860267],[0.47139733],[0.00167787],[3.1175152],[0.01787564],[0.01174952],0.0,0.0,0.0,[3.1175152],[3.1175152]
[0.52852322],[0.47147678],[-0.00970342],[3.08726464],[0.01787833],[0.01173927],0.0,0.0,0.0,[3.08726464],[3.08726464]
[0.52992592],[0.47007408],[-0.00179907],[3.08171044],[0.01783101],[0.01170778],0.0,0.0,0.0,[3.08171044],[3.08171044]
[0.52612707],[0.47387293],[-0.01803096],[3.02614423],[0.01795975],[0.01175176],0.0,0.0,0.0,[3.02614423],[3.02614423]
[0.52712808],[0.47287192],[0.00524832],[3.0420264],[0.01792565],[0.01172592],0.0,0.0,0.0,[3.0420264],[3.0420264]
[0.52806517],[0.47193483],[-0.00561793],[3.0249365],[0.01789384],[0.01170112],0.0,0.0,0.0,[3.0249365],[3.0249365]
[0.5289262],[0.4710738],[0.00602955],[3.04317553],[0.01786471],[0.01167752],0.0,0.0,0.0,[3.04317553],[3.04317553]
[0.52892607],[0.47107393],[0.00945073],[3.07193576],[0.01786471],[0.01166646],0.0,0.0,0.0,[3.07193576],[3.07193576]
[0.52816055],[0.47183945],[0.01168442],[3.10782954],[0.01789061],[0.01166656],0.0,0.0,0.0,[3.10782954],[3.10782954]
[0.52787929],[0.47212071],[0.01032752],[3.1399257],[0.01790014],[0.01165963],0.0,0.0,0.0,[3.1399257],[3.1399257]
[0.52933323],[0.47066677],[-4.39592133e-05],[3.13978767],[0.01785097],[0.01162761],0.0,0.0,0.0,[3.13978767],[3.13978767]
[0.53007576],[0.46992424],[0.00661339],[3.1605523],[0.01782596],[0.01160601],0.0,0.0,0.0,[3.1605523],[3.1605523]
[0.53152808],[0.46847192],[-0.00068409],[3.15839021],[0.01777726],[0.01157424],0.0,0.0,0.0,[3.15839021],[3.15839021]
[0.53275088],[0.46724912],[0.00383013],[3.17048725],[0.01773645],[0.01154594],0.0,0.0,0.0,[3.17048725],[3.17048725]
[0.53379365],[0.46620635],[-0.00507439],[3.15439897],[0.01770181],[0.01152035],0.0,0.0,0.0,[3.15439897],[3.15439897]
[0.53439513],[0.46560487],[0.00725858],[3.17729542],[0.01768188],[0.01150128],0.0,0.0,0.0,[3.17729542],[3.17729542]
[0.53514028],[0.46485972],[0.00663393],[3.19837336],[0.01765726],[0.01148021],0.0,0.0,0.0,[3.19837336],[3.19837336]
[0.53649154],[0.46350846],[-0.00272012],[3.18967341],[0.01761279],[0.01145045],0.0,0.0,0.0,[3.18967341],[3.18967341]
[0.5372765],[0.4627235],[-0.00646142],[3.16906358],[0.01758706],[0.01142902],0.0,0.0,0.0,[3.16906358],[3.16906358]
[0.53867737],[0.46132263],[0.00217968],[3.17597113],[0.01754132],[0.01139877],0.0,0.0,0.0,[3.17597113],[3.17597113]
[0.53994307],[0.46005693],[-0.00361471],[3.16449093],[0.0175002],[0.01137061],0.0,0.0,0.0,[3.16449093],[3.16449093]
[0.5412548],[0.4587452],[0.00324091],[3.17474676],[0.01745779],[0.01134192],0.0,0.0,0.0,[3.17474676],[3.17474676]
[0.54149268],[0.45850732],[0.00866066],[3.20224215],[0.01745012],[0.01132894],0.0,0.0,0.0,[3.20224215],[3.20224215]
[0.54297415],[0.45702585],[-0.00077133],[3.19977216],[0.01740251],[0.01129797],0.0,0.0,0.0,[3.19977216],[3.19977216]
[0.54443302],[0.45556698],[0.00147771],[3.20450051],[0.01735588],[0.01126747],0.0,0.0,0.0,[3.20450051],[3.20450051]
[0.54582922],[0.45417078],[-0.00247507],[3.19656915],[0.01731148],[0.01123801],0.0,0.0,0.0,[3.19656915],[3.19656915]
[0.54672308],[0.45327692],[0.00601042],[3.21578188],[0.01728318],[0.01121598],0.0,0.0,0.0,[3.21578188],[3.21578188]
[0.54820614],[0.45179386],[0.0011621],[3.21951893],[0.01723642],[0.01118551],0.0,0.0,0.0,[3.21951893],[3.21951893]
[0.54971591],[0.45028409],[-0.000103],[3.21918733],[0.01718908],[0.01115478],0.0,0.0,0.0,[3.21918733],[3.21918733]
[0.55085108],[0.44914892],[0.00472099],[3.23438509],[0.01715366],[0.01112964],0.0,0.0,0.0,[3.23438509],[3.23438509]
[0.55235045],[0.44764955],[-0.00102271],[3.23107726],[0.0171071],[0.01109933],0.0,0.0,0.0,[3.23107726],[3.23107726]
[0.55383149],[0.44616851],[0.00153655],[3.23604197],[0.01706135],[0.01106942],0.0,0.0,0.0,[3.23604197],[3.23604197]
[0.55495475],[0.44504525],[-0.0048434],[3.22036851],[0.01702681],[0.01104485],0.0,0.0,0.0,[3.22036851],[3.22036851]
[0.55648174],[0.44351826],[-0.00030038],[3.21940117],[0.01698009],[0.01101453],0.0,0.0,0.0,[3.21940117],[3.21940117]
