w,c,r_ind,R_ind,sigma_hat_risky,sigma_hat_ind,kappa,e,kappa_lev,MA_long,MA_short
[1.35537217],[-0.35537217],[0.00342721],[1.00629503],[0.0069716],[0.00804967],0.0,0.0,0.0,[1.00629503],[1.00629503]
[1.35897303],[-0.35897303],[0.00174423],[1.00805023],[0.00695313],[0.00802859],0.0,0.0,0.0,[1.00805023],[1.00805023]
[1.36200897],[-0.36200897],[0.00406181],[1.01214474],[0.00693763],[0.00801218],0.0,0.0,0.0,[1.01214474],[1.01214474]
[1.36408525],[-0.36408525],[-0.00635179],[1.00571582],[0.00692707],[0.008004],0.0,0.0,0.0,[1.00571582],[1.00571582]
[1.36775139],[-0.36775139],[-0.00152431],[1.00418279],[0.0069085],[0.00798281],0.0,0.0,0.0,[1.00418279],[1.00418279]
[1.37109026],[-0.37109026],[-0.00323012],[1.00093916],[0.00689168],[0.00796447],0.0,0.0,0.0,[1.00093916],[1.00093916]
[1.37366064],[-0.37366064],[-0.00537861],[0.9955555],[0.00687878],[0.00795257],0.0,0.0,0.0,[0.9955555],[0.9955555]
[1.37596501],[-0.37596501],[0.0058588],[1.00138826],[0.00686726],[0.00794258],0.0,0.0,0.0,[1.00138826],[1.00138826]
[1.35375966],[-0.35375966],[-0.02509117],[0.97626225],[0.0069799],[0.00813595],0.0,0.0,0.0,[0.97626225],[0.97626225]
[1.35655656],[-0.35655656],[0.00467754],[0.98082875],[0.00696551],[0.00812099],0.0,0.0,0.0,[0.98082875],[0.98082875]
[1.36022513],[-0.36022513],[0.00124296],[0.98204788],[0.00694673],[0.0080992],0.0,0.0,0.0,[0.98204788],[0.98204788]
[1.36394215],[-0.36394215],[0.00081537],[0.98284862],[0.0069278],[0.00807717],0.0,0.0,0.0,[0.98284862],[0.98284862]
[1.36496009],[-0.36496009],[0.00801994],[0.990731],[0.00692263],[0.00807685],0.0,0.0,0.0,[0.990731],[0.990731]
[1.36236464],[-0.36236464],[0.01225684],[1.00287424],[0.00693582],[0.00810568],0.0,0.0,0.0,[1.00287424],[1.00287424]
[1.36605056],[-0.36605056],[-0.00131501],[1.00155545],[0.0069171],[0.00808399],0.0,0.0,0.0,[1.00155545],[1.00155545]
[1.36613202],[-0.36613202],[-0.00939134],[0.9921495],[0.00691669],[0.00809175],0.0,0.0,0.0,[0.9921495],[0.9921495]
[1.36599175],[-0.36599175],[0.00957883],[1.00165314],[0.0069174],[0.00810065],0.0,0.0,0.0,[1.00165314],[1.00165314]
[1.35914286],[-0.35914286],[-0.01597215],[0.98565458],[0.00695226],[0.00816459],0.0,0.0,0.0,[0.98565458],[0.98565458]
[1.36073278],[-0.36073278],[-0.00720674],[0.97855123],[0.00694413],[0.00815964],0.0,0.0,0.0,[0.97855123],[0.97855123]
[1.36404316],[-0.36404316],[0.00318247],[0.98166544],[0.00692728],[0.00814063],0.0,0.0,0.0,[0.98166544],[0.98166544]
[1.35857712],[-0.35857712],[-0.01489302],[0.96704548],[0.00695515],[0.00819289],0.0,0.0,0.0,[0.96704548],[0.96704548]
[1.35260105],[-0.35260105],[0.01523149],[0.98177503],[0.00698588],[0.00824793],0.0,0.0,0.0,[0.98177503],[0.98177503]
[1.35611779],[-0.35611779],[-0.00228434],[0.97953232],[0.00696777],[0.00822701],0.0,0.0,0.0,[0.97953232],[0.97953232]
[1.35950312],[-0.35950312],[0.00284754],[0.98232158],[0.00695042],[0.00820711],0.0,0.0,0.0,[0.98232158],[0.98232158]
[1.362947],[-0.362947],[-0.00272281],[0.97964691],[0.00693285],[0.00818705],0.0,0.0,0.0,[0.97964691],[0.97964691]
[1.35899877],[-0.35899877],[0.01351805],[0.99288982],[0.006953],[0.00822574],0.0,0.0,0.0,[0.99288982],[0.99288982]
[1.36178142],[-0.36178142],[0.00473704],[0.99759318],[0.00693879],[0.00821064],0.0,0.0,0.0,[0.99759318],[0.99759318]
[1.3609002],[-0.3609002],[0.01046029],[1.00802829],[0.00694328],[0.00822466],0.0,0.0,0.0,[1.00802829],[1.00802829]
[1.36433431],[-0.36433431],[-0.0027816],[1.00522436],[0.0069258],[0.00820465],0.0,0.0,0.0,[1.00522436],[1.00522436]
[1.36748174],[-0.36748174],[-0.00385146],[1.00135279],[0.00690986],[0.00818708],0.0,0.0,0.0,[1.00135279],[1.00135279]
[1.36891091],[-0.36891091],[0.00739281],[1.00875559],[0.00690265],[0.00818293],0.0,0.0,0.0,[1.00875559],[1.00875559]
[1.37257596],[-0.37257596],[-0.00163293],[1.00710836],[0.00688422],[0.00816134],0.0,0.0,0.0,[1.00710836],[1.00710836]
[1.37589739],[-0.37589739],[0.00324508],[1.01037651],[0.0068676],[0.00814247],0.0,0.0,0.0,[1.01037651],[1.01037651]
[1.37959425],[-0.37959425],[0.00143978],[1.01183122],[0.0068492],[0.00812079],0.0,0.0,0.0,[1.01183122],[1.01183122]
[1.37565986],[-0.37565986],[-0.01355609],[0.99811474],[0.00686878],[0.00816051],0.0,0.0,0.0,[0.99811474],[0.99811474]
[1.37324772],[-0.37324772],[0.01205615],[1.01014816],[0.00688085],[0.00818695],0.0,0.0,0.0,[1.01014816],[1.01014816]
[1.37700098],[-0.37700098],[-0.0008938],[1.00924529],[0.0068621],[0.00816472],0.0,0.0,0.0,[1.00924529],[1.00924529]
[1.37986149],[-0.37986149],[-0.00472724],[1.00447435],[0.00684787],[0.00814981],0.0,0.0,0.0,[1.00447435],[1.00447435]
[1.38120564],[-0.38120564],[-0.0076394],[0.99680077],[0.00684121],[0.0081471],0.0,0.0,0.0,[0.99680077],[0.99680077]
[1.38485068],[-0.38485068],[-0.00198541],[0.99482171],[0.0068232],[0.00812604],0.0,0.0,0.0,[0.99482171],[0.99482171]
[1.38815349],[-0.38815349],[0.00341004],[0.99821409],[0.00680696],[0.00810765],0.0,0.0,0.0,[0.99821409],[0.99821409]
[1.38901009],[-0.38901009],[-0.00836881],[0.98986023],[0.00680277],[0.00810911],0.0,0.0,0.0,[0.98986023],[0.98986023]
[1.38725649],[-0.38725649],[0.01137243],[1.00111735],[0.00681137],[0.00813059],0.0,0.0,0.0,[1.00111735],[1.00111735]
[1.39062997],[-0.39062997],[0.00318358],[1.00430449],[0.00679484],[0.00811168],0.0,0.0,0.0,[1.00430449],[1.00430449]
[1.38633505],[-0.38633505],[0.01374411],[1.01810776],[0.00681589],[0.00815321],0.0,0.0,0.0,[1.01810776],[1.01810776]
[1.38846572],[-0.38846572],[0.00622831],[1.02444885],[0.00680543],[0.00814389],0.0,0.0,0.0,[1.02444885],[1.02444885]
[1.39196448],[-0.39196448],[0.00270784],[1.02722289],[0.00678833],[0.00812399],0.0,0.0,0.0,[1.02722289],[1.02722289]
[1.3956594],[-0.3956594],[0.00175404],[1.02902468],[0.00677036],[0.00810271],0.0,0.0,0.0,[1.02902468],[1.02902468]
[1.39919979],[-0.39919979],[-0.0027064],[1.02623973],[0.00675323],[0.00808293],0.0,0.0,0.0,[1.02623973],[1.02623973]
[1.39998283],[-0.39998283],[-0.00848189],[1.01753527],[0.00674945],[0.00808518],0.0,0.0,0.0,[1.01753527],[1.01753527]
[1.4009567],[-0.4009567],[0.00811454],[1.02579211],[0.00674476],[0.00808534],0.0,0.0,0.0,[1.02579211],[1.02579211]
[1.40457664],[-0.40457664],[-0.00240375],[1.02332636],[0.00672737],[0.00806509],0.0,0.0,0.0,[1.02332636],[1.02332636]
[1.40841454],[-0.40841454],[0.00080617],[1.02415133],[0.00670904],[0.00804315],0.0,0.0,0.0,[1.02415133],[1.02415133]
[1.41216151],[-0.41216151],[-0.00180394],[1.02230383],[0.00669124],[0.00802216],0.0,0.0,0.0,[1.02230383],[1.02230383]
[1.41260703],[-0.41260703],[-0.0089434],[1.01316096],[0.00668913],[0.00802751],0.0,0.0,0.0,[1.01316096],[1.01316096]
[1.41300685],[-0.41300685],[0.00889497],[1.022173],[0.00668724],[0.00803252],0.0,0.0,0.0,[1.022173],[1.022173]
[1.41682596],[-0.41682596],[-0.00135559],[1.02078734],[0.00666921],[0.00801108],0.0,0.0,0.0,[1.02078734],[1.02078734]
[1.42050016],[-0.42050016],[-0.00234464],[1.01839396],[0.00665196],[0.00799096],0.0,0.0,0.0,[1.01839396],[1.01839396]
[1.4244119],[-0.4244119],[-0.00027548],[1.01811341],[0.00663369],[0.00796903],0.0,0.0,0.0,[1.01811341],[1.01811341]
[1.42405717],[-0.42405717],[0.00981263],[1.02810379],[0.00663535],[0.00798031],0.0,0.0,0.0,[1.02810379],[1.02810379]
[1.42682678],[-0.42682678],[0.00506098],[1.033307],[0.00662247],[0.00796721],0.0,0.0,0.0,[1.033307],[1.033307]
[1.43040511],[-0.43040511],[-0.00288231],[1.03032869],[0.0066059],[0.00794818],0.0,0.0,0.0,[1.03032869],[1.03032869]
[1.42654531],[-0.42654531],[-0.01337786],[1.0165451],[0.00662377],[0.00798806],0.0,0.0,0.0,[1.0165451],[1.0165451]
[1.43024037],[-0.43024037],[0.00225135],[1.0188337],[0.00660666],[0.00796785],0.0,0.0,0.0,[1.0188337],[1.0188337]
[1.42773435],[-0.42773435],[-0.01215835],[1.00644636],[0.00661826],[0.00799685],0.0,0.0,0.0,[1.00644636],[1.00644636]
[1.43151114],[-0.43151114],[0.00182678],[1.00828492],[0.0066008],[0.00797602],0.0,0.0,0.0,[1.00828492],[1.00828492]
[1.4354356],[-0.4354356],[-0.0007236],[1.00755532],[0.00658275],[0.00795429],0.0,0.0,0.0,[1.00755532],[1.00755532]
[1.43914777],[-0.43914777],[-0.00239435],[1.00514288],[0.00656577],[0.00793441],0.0,0.0,0.0,[1.00514288],[1.00514288]
[1.41917024],[-0.41917024],[0.02340675],[1.02867001],[0.00665819],[0.00810037],0.0,0.0,0.0,[1.02867001],[1.02867001]
[1.42275733],[-0.42275733],[0.00265597],[1.03140213],[0.00664141],[0.00808051],0.0,0.0,0.0,[1.03140213],[1.03140213]
[1.4265606],[-0.4265606],[0.00157166],[1.03302314],[0.0066237],[0.00805915],0.0,0.0,0.0,[1.03302314],[1.03302314]
[1.43048896],[-0.43048896],[-0.00027374],[1.03274035],[0.00660551],[0.00803703],0.0,0.0,0.0,[1.03274035],[1.03274035]
[1.43435444],[-0.43435444],[-0.00136463],[1.03133105],[0.00658771],[0.00801559],0.0,0.0,0.0,[1.03133105],[1.03133105]
[1.43664251],[-0.43664251],[-0.00618103],[1.02495635],[0.00657722],[0.00800667],0.0,0.0,0.0,[1.02495635],[1.02495635]
[1.44060072],[-0.44060072],[-5.73699745e-05],[1.02489755],[0.00655915],[0.00798467],0.0,0.0,0.0,[1.02489755],[1.02489755]
[1.44304663],[-0.44304663],[0.00578752],[1.03082917],[0.00654803],[0.00797426],0.0,0.0,0.0,[1.03082917],[1.03082917]
[1.44582778],[-0.44582778],[0.00511242],[1.0360992],[0.00653543],[0.00796137],0.0,0.0,0.0,[1.0360992],[1.0360992]
[1.4447501],[-0.4447501],[-0.01071675],[1.02499559],[0.00654031],[0.00797908],0.0,0.0,0.0,[1.02499559],[1.02499559]
[1.44360586],[-0.44360586],[0.01066876],[1.03593102],[0.00654549],[0.00799631],0.0,0.0,0.0,[1.03593102],[1.03593102]
[1.44571322],[-0.44571322],[-0.00653128],[1.02916507],[0.00653595],[0.00798901],0.0,0.0,0.0,[1.02916507],[1.02916507]
[1.44798873],[-0.44798873],[0.00611985],[1.0354634],[0.00652568],[0.00797994],0.0,0.0,0.0,[1.0354634],[1.0354634]
[1.44508871],[-0.44508871],[0.01237591],[1.04827821],[0.00653878],[0.00801065],0.0,0.0,0.0,[1.04827821],[1.04827821]
[1.44906164],[-0.44906164],[-0.00049601],[1.04775825],[0.00652085],[0.00798873],0.0,0.0,0.0,[1.04775825],[1.04775825]
[1.45277076],[-0.45277076],[0.00245245],[1.05032783],[0.0065042],[0.00796885],0.0,0.0,0.0,[1.05032783],[1.05032783]
[1.45668242],[-0.45668242],[-0.00148259],[1.04877063],[0.00648673],[0.00794771],0.0,0.0,0.0,[1.04877063],[1.04877063]
[1.44646963],[-0.44646963],[-0.01794773],[1.02994758],[0.00653253],[0.00803661],0.0,0.0,0.0,[1.02994758],[1.02994758]
[1.43635156],[-0.43635156],[-0.01793171],[1.01147886],[0.00657855],[0.00812387],0.0,0.0,0.0,[1.01147886],[1.01147886]
[1.43996698],[-0.43996698],[0.0027115],[1.01422148],[0.00656203],[0.00810404],0.0,0.0,0.0,[1.01422148],[1.01422148]
[1.44356302],[-0.44356302],[-0.00294594],[1.01123364],[0.00654569],[0.00808472],0.0,0.0,0.0,[1.01123364],[1.01123364]
[1.41528915],[-0.41528915],[-0.02737174],[0.98355441],[0.00667645],[0.00831356],0.0,0.0,0.0,[0.98355441],[0.98355441]
[1.41689469],[-0.41689469],[-0.00729872],[0.97637572],[0.00666889],[0.00830833],0.0,0.0,0.0,[0.97637572],[0.97637572]
[1.41644894],[-0.41644894],[0.00991847],[0.98605988],[0.00667099],[0.00831802],0.0,0.0,0.0,[0.98605988],[0.98605988]
[1.4155735],[-0.4155735],[-0.01051808],[0.97568842],[0.00667511],[0.00833168],0.0,0.0,0.0,[0.97568842],[0.97568842]
[1.41503526],[-0.41503526],[-0.01013998],[0.96579496],[0.00667765],[0.00834267],0.0,0.0,0.0,[0.96579496],[0.96579496]
[1.41443704],[-0.41443704],[0.01009494],[0.9755446],[0.00668048],[0.00835329],0.0,0.0,0.0,[0.9755446],[0.9755446]
[1.40581135],[-0.40581135],[0.01695892],[0.99208878],[0.00672147],[0.00842453],0.0,0.0,0.0,[0.99208878],[0.99208878]
[1.40725637],[-0.40725637],[0.00741958],[0.99944966],[0.00671456],[0.00841934],0.0,0.0,0.0,[0.99944966],[0.99944966]
[1.38540232],[-0.38540232],[-0.02468731],[0.97477594],[0.00682048],[0.00859307],0.0,0.0,0.0,[0.97477594],[0.97477594]
[1.37848701],[-0.37848701],[0.01585013],[0.99022626],[0.0068547],[0.00864952],0.0,0.0,0.0,[0.99022626],[0.99022626]
[1.37433252],[-0.37433252],[0.01365143],[1.00374426],[0.00687542],[0.00868483],0.0,0.0,0.0,[1.00374426],[1.00374426]
[1.37792562],[-0.37792562],[0.00207903],[1.00583108],[0.00685749],[0.00866234],0.0,0.0,0.0,[1.00583108],[1.00583108]
[1.36487688],[-0.36487688],[-0.02009966],[0.98561422],[0.00692305],[0.00876592],0.0,0.0,0.0,[0.98561422],[0.98561422]
[1.3677807],[-0.3677807],[-0.00455304],[0.98112668],[0.00690835],[0.00874834],0.0,0.0,0.0,[0.98112668],[0.98112668]
[1.36783883],[-0.36783883],[-0.00942663],[0.97187796],[0.00690806],[0.0087522],0.0,0.0,0.0,[0.97187796],[0.97187796]
[1.37159482],[-0.37159482],[-0.00059398],[0.97130069],[0.00688914],[0.00872827],0.0,0.0,0.0,[0.97130069],[0.97130069]
[1.37456873],[-0.37456873],[-0.00440552],[0.96702161],[0.00687424],[0.0087104],0.0,0.0,0.0,[0.96702161],[0.96702161]
[1.36626167],[-0.36626167],[-0.01701524],[0.9505675],[0.00691603],[0.00877744],0.0,0.0,0.0,[0.9505675],[0.9505675]
[1.36142884],[-0.36142884],[-0.01436901],[0.93690878],[0.00694058],[0.0088178],0.0,0.0,0.0,[0.93690878],[0.93690878]
[1.36052059],[-0.36052059],[0.01048627],[0.94673346],[0.00694522],[0.00882782],0.0,0.0,0.0,[0.94673346],[0.94673346]
[1.33178656],[-0.33178656],[0.02821587],[0.97344636],[0.00709506],[0.00904829],0.0,0.0,0.0,[0.97344636],[0.97344636]
[1.33288109],[-0.33288109],[-0.00795589],[0.96570173],[0.00708924],[0.00904265],0.0,0.0,0.0,[0.96570173],[0.96570173]
[1.33075028],[-0.33075028],[-0.01193839],[0.9541728],[0.00710059],[0.00906107],0.0,0.0,0.0,[0.9541728],[0.9541728]
[1.33350411],[-0.33350411],[0.00466136],[0.95862054],[0.00708593],[0.00904277],0.0,0.0,0.0,[0.95862054],[0.95862054]
[1.33191267],[-0.33191267],[0.01127671],[0.96943063],[0.00709439],[0.00905653],0.0,0.0,0.0,[0.96943063],[0.96943063]
[1.33363539],[-0.33363539],[-0.00692169],[0.96272053],[0.00708523],[0.00904619],0.0,0.0,0.0,[0.96272053],[0.96272053]
[1.3372968],[-0.3372968],[-0.00060234],[0.96214065],[0.00706583],[0.00902145],0.0,0.0,0.0,[0.96214065],[0.96214065]
[1.33954114],[-0.33954114],[0.0058527],[0.96777176],[0.00705399],[0.0090071],0.0,0.0,0.0,[0.96777176],[0.96777176]
[1.33752084],[-0.33752084],[-0.011815],[0.95633754],[0.00706465],[0.00902489],0.0,0.0,0.0,[0.95633754],[0.95633754]
[1.33723803],[-0.33723803],[0.00975912],[0.96567055],[0.00706614],[0.00902908],0.0,0.0,0.0,[0.96567055],[0.96567055]
[1.3139994],[-0.3139994],[0.02583492],[0.99061857],[0.00719111],[0.0092054],0.0,0.0,0.0,[0.99061857],[0.99061857]
[1.3175762],[-0.3175762],[0.00098687],[0.99159618],[0.00717159],[0.0091804],0.0,0.0,0.0,[0.99159618],[0.99159618]
[1.31989014],[-0.31989014],[0.0056356],[0.99718442],[0.00715901],[0.00916469],0.0,0.0,0.0,[0.99718442],[0.99718442]
[1.32082469],[-0.32082469],[-0.00818719],[0.98902029],[0.00715395],[0.00915962],0.0,0.0,0.0,[0.98902029],[0.98902029]
[1.32401251],[-0.32401251],[0.00327401],[0.99225835],[0.00713672],[0.00913767],0.0,0.0,0.0,[0.99225835],[0.99225835]
[1.32537734],[-0.32537734],[-0.00751635],[0.98480019],[0.00712937],[0.00912956],0.0,0.0,0.0,[0.98480019],[0.98480019]
[1.32898397],[-0.32898397],[0.00099668],[0.98578171],[0.00711003],[0.00910477],0.0,0.0,0.0,[0.98578171],[0.98578171]
[1.33080238],[-0.33080238],[0.00664899],[0.99233617],[0.00710031],[0.00909311],0.0,0.0,0.0,[0.99233617],[0.99233617]
[1.32695852],[-0.32695852],[-0.01360168],[0.97883873],[0.00712088],[0.00912393],0.0,0.0,0.0,[0.97883873],[0.97883873]
[1.31105649],[-0.31105649],[-0.02210221],[0.95720423],[0.00720725],[0.00924499],0.0,0.0,0.0,[0.95720423],[0.95720423]
[1.31375352],[-0.31375352],[-0.00479373],[0.95261565],[0.00719245],[0.00922643],0.0,0.0,0.0,[0.95261565],[0.95261565]
[1.31708641],[-0.31708641],[-0.00269926],[0.95004429],[0.00717425],[0.00920325],0.0,0.0,0.0,[0.95004429],[0.95004429]
[1.31881943],[-0.31881943],[0.00677679],[0.95648254],[0.00716483],[0.00919169],0.0,0.0,0.0,[0.95648254],[0.95648254]
[1.30948502],[-0.30948502],[0.01790053],[0.97360409],[0.0072159],[0.00926184],0.0,0.0,0.0,[0.97360409],[0.97360409]
[1.31000567],[-0.31000567],[-0.00878314],[0.96505279],[0.00721303],[0.00925928],0.0,0.0,0.0,[0.96505279],[0.96505279]
[1.31098144],[-0.31098144],[-0.0081118],[0.95722447],[0.00720766],[0.00925338],0.0,0.0,0.0,[0.95722447],[0.95722447]
[1.29473657],[-0.29473657],[0.02231903],[0.9785888],[0.0072981],[0.00937489],0.0,0.0,0.0,[0.9785888],[0.9785888]
[1.29729394],[-0.29729394],[0.00497668],[0.98345892],[0.00728371],[0.0093564],0.0,0.0,0.0,[0.98345892],[0.98345892]
[1.30062599],[-0.30062599],[0.0024104],[0.98582944],[0.00726505],[0.0093324],0.0,0.0,0.0,[0.98582944],[0.98582944]
[1.30408727],[-0.30408727],[-0.00178321],[0.9840715],[0.00724577],[0.0093077],0.0,0.0,0.0,[0.9840715],[0.9840715]
[1.30064225],[-0.30064225],[0.01320689],[0.99706803],[0.00726496],[0.00933354],0.0,0.0,0.0,[0.99706803],[0.99706803]
[1.30407587],[-0.30407587],[-0.00197107],[0.99510273],[0.00724583],[0.00930904],0.0,0.0,0.0,[0.99510273],[0.99510273]
[1.30653675],[-0.30653675],[-0.0053405],[0.98978839],[0.00723218],[0.00929189],0.0,0.0,0.0,[0.98978839],[0.98978839]
[1.30762435],[-0.30762435],[0.00784384],[0.99755213],[0.00722617],[0.00928456],0.0,0.0,0.0,[0.99755213],[0.99755213]
[1.31105841],[-0.31105841],[0.00199365],[0.9995409],[0.00720724],[0.00926023],0.0,0.0,0.0,[0.9995409],[0.9995409]
[1.31442669],[-0.31442669],[-0.00249447],[0.99704757],[0.00718877],[0.00923664],0.0,0.0,0.0,[0.99704757],[0.99704757]
[1.31802048],[-0.31802048],[-0.00086535],[0.99618477],[0.00716917],[0.00921149],0.0,0.0,0.0,[0.99618477],[0.99618477]
[1.32057345],[-0.32057345],[-0.00518771],[0.99101686],[0.00715531],[0.00919421],0.0,0.0,0.0,[0.99101686],[0.99101686]
[1.32293702],[-0.32293702],[-0.00563198],[0.98543547],[0.00714253],[0.00917844],0.0,0.0,0.0,[0.98543547],[0.98543547]
[1.32564349],[-0.32564349],[0.0047396],[0.99010604],[0.00712794],[0.00915995],0.0,0.0,0.0,[0.99010604],[0.99010604]
[1.32894804],[-0.32894804],[-0.00295659],[0.98717869],[0.00711022],[0.00913741],0.0,0.0,0.0,[0.98717869],[0.98717869]
[1.33256427],[-0.33256427],[0.0009961],[0.98816203],[0.00709092],[0.00911261],0.0,0.0,0.0,[0.98816203],[0.98816203]
[1.32671297],[-0.32671297],[0.01522027],[1.00320212],[0.0071222],[0.00915724],0.0,0.0,0.0,[1.00320212],[1.00320212]
[1.32493744],[-0.32493744],[0.01148245],[1.01472134],[0.00713174],[0.00917161],0.0,0.0,0.0,[1.01472134],[1.01472134]
[1.32836198],[-0.32836198],[0.00229725],[1.01705241],[0.00711336],[0.009148],0.0,0.0,0.0,[1.01705241],[1.01705241]
[1.32998745],[-0.32998745],[0.0069903],[1.02416191],[0.00710466],[0.00913755],0.0,0.0,0.0,[1.02416191],[1.02416191]
[1.33267276],[-0.33267276],[-0.00492412],[1.01911881],[0.00709035],[0.00911974],0.0,0.0,0.0,[1.01911881],[1.01911881]
[1.3363424],[-0.3363424],[-0.00025306],[1.01886092],[0.00707088],[0.0090947],0.0,0.0,0.0,[1.01886092],[1.01886092]
[1.33875801],[-0.33875801],[-0.00558235],[1.01317328],[0.00705812],[0.00907914],0.0,0.0,0.0,[1.01317328],[1.01317328]
[1.34242454],[-0.34242454],[0.00067194],[1.01385408],[0.00703884],[0.00905433],0.0,0.0,0.0,[1.01385408],[1.01385408]
[1.34602289],[-0.34602289],[0.00149972],[1.01537457],[0.00702002],[0.00903014],0.0,0.0,0.0,[1.01537457],[1.01537457]
[1.34807263],[-0.34807263],[0.00626146],[1.0217323],[0.00700935],[0.00901727],0.0,0.0,0.0,[1.0217323],[1.0217323]
[1.35165808],[-0.35165808],[0.00170234],[1.02347163],[0.00699076],[0.00899338],0.0,0.0,0.0,[1.02347163],[1.02347163]
[1.35535984],[-0.35535984],[0.00067156],[1.02415896],[0.00697166],[0.00896881],0.0,0.0,0.0,[1.02415896],[1.02415896]
[1.35906488],[-0.35906488],[-0.00088051],[1.02325718],[0.00695266],[0.00894441],0.0,0.0,0.0,[1.02325718],[1.02325718]
[1.35998344],[-0.35998344],[0.00815203],[1.0315988],[0.00694796],[0.00894025],0.0,0.0,0.0,[1.0315988],[1.0315988]
[1.36332557],[-0.36332557],[0.00304625],[1.03474131],[0.00693093],[0.00891855],0.0,0.0,0.0,[1.03474131],[1.03474131]
[1.36063455],[-0.36063455],[-0.01245075],[1.02185801],[0.00694464],[0.00894174],0.0,0.0,0.0,[1.02185801],[1.02185801]
[1.36310269],[-0.36310269],[-0.00556708],[1.01616925],[0.00693206],[0.0089267],0.0,0.0,0.0,[1.01616925],[1.01616925]
[1.36646906],[-0.36646906],[0.00298203],[1.01919949],[0.00691498],[0.00890492],0.0,0.0,0.0,[1.01919949],[1.01919949]
[1.37011464],[-0.37011464],[0.00162215],[1.02085278],[0.00689658],[0.00888126],0.0,0.0,0.0,[1.02085278],[1.02085278]
[1.36699602],[-0.36699602],[0.01273769],[1.03385609],[0.00691232],[0.00890698],0.0,0.0,0.0,[1.03385609],[1.03385609]
[1.3694372],[-0.3694372],[0.00554309],[1.03958685],[0.0069],[0.008892],0.0,0.0,0.0,[1.03958685],[1.03958685]
[1.37319347],[-0.37319347],[0.00056608],[1.04017534],[0.00688112],[0.00886767],0.0,0.0,0.0,[1.04017534],[1.04017534]
[1.37650857],[-0.37650857],[0.00326249],[1.04356891],[0.00686455],[0.00884661],0.0,0.0,0.0,[1.04356891],[1.04356891]
[1.38018346],[-0.38018346],[0.00160296],[1.04524171],[0.00684627],[0.0088231],0.0,0.0,0.0,[1.04524171],[1.04524171]
[1.38345349],[-0.38345349],[-0.00358376],[1.04149581],[0.00683009],[0.00880287],0.0,0.0,0.0,[1.04149581],[1.04149581]
[1.3854175],[-0.3854175],[0.00651561],[1.04828179],[0.00682041],[0.00879194],0.0,0.0,0.0,[1.04828179],[1.04828179]
[1.38778146],[-0.38778146],[-0.00587814],[1.04211985],[0.00680879],[0.00877859],0.0,0.0,0.0,[1.04211985],[1.04211985]
[1.39081497],[-0.39081497],[-0.00434396],[1.03759292],[0.00679394],[0.00876039],0.0,0.0,0.0,[1.03759292],[1.03759292]
[1.39009559],[-0.39009559],[0.01024451],[1.04822255],[0.00679745],[0.00876921],0.0,0.0,0.0,[1.04822255],[1.04822255]
[1.38776992],[-0.38776992],[0.01193773],[1.06073594],[0.00680885],[0.00878972],0.0,0.0,0.0,[1.06073594],[1.06073594]
[1.39149028],[-0.39149028],[0.00148847],[1.06231481],[0.00679064],[0.00876626],0.0,0.0,0.0,[1.06231481],[1.06231481]
[1.3953194],[-0.3953194],[0.00025413],[1.06258478],[0.00677201],[0.0087422],0.0,0.0,0.0,[1.06258478],[1.06258478]
[1.39889323],[-0.39889323],[-0.00255822],[1.05986646],[0.00675471],[0.00872024],0.0,0.0,0.0,[1.05986646],[1.05986646]
[1.40151553],[-0.40151553],[-0.00539291],[1.05415069],[0.00674207],[0.00870546],0.0,0.0,0.0,[1.05415069],[1.05415069]
[1.40491492],[-0.40491492],[0.00320243],[1.05752654],[0.00672575],[0.00868478],0.0,0.0,0.0,[1.05752654],[1.05752654]
[1.39646259],[-0.39646259],[0.01687827],[1.07537575],[0.00676646],[0.00875069],0.0,0.0,0.0,[1.07537575],[1.07537575]
[1.40004374],[-0.40004374],[0.00242158],[1.07797987],[0.00674915],[0.0087285],0.0,0.0,0.0,[1.07797987],[1.07797987]
[1.40367617],[-0.40367617],[-0.00233288],[1.07546507],[0.00673169],[0.00870623],0.0,0.0,0.0,[1.07546507],[1.07546507]
[1.40746377],[-0.40746377],[0.00129141],[1.07685394],[0.00671357],[0.00868284],0.0,0.0,0.0,[1.07685394],[1.07685394]
[1.4111708],[-0.4111708],[0.00191637],[1.07891759],[0.00669594],[0.00866015],0.0,0.0,0.0,[1.07891759],[1.07891759]
[1.41482873],[-0.41482873],[-0.00235168],[1.07638032],[0.00667863],[0.00863812],0.0,0.0,0.0,[1.07638032],[1.07638032]
[1.41105424],[-0.41105424],[0.01322326],[1.09061358],[0.00669649],[0.00866989],0.0,0.0,0.0,[1.09061358],[1.09061358]
[1.41452156],[-0.41452156],[0.00304019],[1.09392925],[0.00668008],[0.00864901],0.0,0.0,0.0,[1.09392925],[1.09392925]
[1.41817069],[-0.41817069],[0.00231639],[1.09646322],[0.00666289],[0.00862695],0.0,0.0,0.0,[1.09646322],[1.09646322]
[1.42099504],[-0.42099504],[-0.00502678],[1.09095154],[0.00664964],[0.00861131],0.0,0.0,0.0,[1.09095154],[1.09095154]
[1.42463522],[-0.42463522],[0.00243555],[1.0936086],[0.00663265],[0.00858955],0.0,0.0,0.0,[1.0936086],[1.0936086]
[1.42846602],[-0.42846602],[0.00139603],[1.09513531],[0.00661487],[0.00856657],0.0,0.0,0.0,[1.09513531],[1.09513531]
